"MODEL_DESC","Model","TIME_AGG_PERIOD","START_WEEK","END_WEEK","dependent_variable","CNT_EXPSD_HH","UDJ_AVG_EXPSD_HH_PRE","UDJ_AVG_CNTRL_HH_PRE","UDJ_AVG_EXPSD_HH_PST","UDJ_AVG_CNTRL_HH_PST","UDJ_DOD_EFFCT","UDJ_DIFF_EFFCT","ADJ_MEAN_EXPSD_GRP","ADJ_MEAN_CNTRL_GRP","ADJ_DOD_EFFCT","TWOTAIL_PVAL","ONETAIL_PVAL","ABS_DIFF","DOL_DIFF","ONETAIL_80_PCT_INTRVL_UB","ONETAIL_80_PCT_INTRVL_LB","ONETAIL_90_PCT_INTRVL_UB","ONETAIL_90_PCT_INTRVL_LB","TWOTAIL_80_PCT_INTRVL_UB","TWOTAIL_80_PCT_INTRVL_LB","TWOTAIL_90_PCT_INTRVL_UB","TWOTAIL_90_PCT_INTRVL_LB","CNT_Model_HH","CNT_IMPRESSIONS"
"audience(RTG_Recipes)","","","","","occ","",1.46448087431694,1.4327868852459016,1.3819628647214857,1.4379990401834555,-6.1008500062570175,-3.89681591545575,1.3818203038207622,1.438140789292919,-3.9162011043332936,80.93884401639119,90.4694220081956,-0.056320485472156845,-0.056320485472156845,-1.7665081991849092,-6.372337668321785,-0.26173204094401115,-7.903897784673681,-0.26173204094401115,-7.903897784673681,0.5507737400585504,-8.258528216693474,"377",""
"audience(RTG_Recipes)","","","","","dolocc","",6.4485445506982435,6.44854455069824,7.460000000000005,7.197811633809866,3.6426122206168023,3.6426122206168516,7.461124013697809,7.198615723861707,3.6466495768894753,85.13937805696017,92.56968902848008,0.2625082898361022,0.2625082898361022,5.671553353129577,1.611535892522761,6.860242040524916,0.5771280972909816,6.860242040524916,0.5771280972909816,7.238042471334858,0.36452266980003467,"377",""
"audience(RTG_Recipes)","","","","","dolhh","816533",0.4461757411432153,0.4365196989841454,0.5017137577874294,0.48532448196482836,-0.7155254633072237,0.8675074118229101,0.5009597644359803,0.48623143881412256,3.122108724723101,49.945447752541085,74.97272387627054,0.014728325621857774,0.014728325621857774,5.769113567598145,0.0618054620580873,11.816028298579461,-1.2188920355550623,11.816028298579461,-1.2188920355550623,12.63846155182115,-4.524751680539041,"6095","2139520"
"device(Desktop)","","","","","pen","",0.05304074724472744,0.05304074724472744,0.05117055439378699,0.04947491287560098,3.427275400058811,3.427275400058811,0.0510719781023847,0.04957592199586171,3.0177070769311762,92.59632730553137,96.2981636527657,0.0014960561065229944,0.0014960561065229944,4.16186268888025,1.7220560685728383,4.776792028797196,1.3852404120675037,4.776792028797196,1.3852404120675037,5.930283408593233,0.6267478855270004,"30290",""
"device(Desktop)","","","","","occ","",1.4676787463271304,1.446836434867777,1.4837563451776652,1.4778311260441486,-1.0093908609007867,0.40094020413396103,1.478142391371376,1.483664510315383,-0.37219458345290307,19.3706348564344,59.685317428217196,-0.005522118944006893,-0.005522118944006893,0.8183486804931691,-1.7920514261956906,1.1958371460310384,-2.2687158749544953,1.1958371460310384,-2.2687158749544953,1.7095727665268345,-2.508771237364088,"1970",""
"device(Desktop)","","","","","dolocc","",6.6749709163129864,6.674970916312983,7.463492434131017,7.345019186525266,1.6129739704845325,1.6129739704845807,7.465495076485232,7.344227155726757,1.6512005713755056,75.6132562583127,87.80662812915635,0.12126792075847526,0.12126792075847526,2.6230487257456034,1.1523912512338312,2.899640288621098,0.41545719047525953,2.899640288621098,0.41545719047525953,3.1668694824857497,-1.3107237470673092,"1970",""
"device(Desktop)","","","","","dolhh","4074234",0.5196249752098322,0.5122458497694148,0.5666629371554296,0.5370352366158877,3.2554386790448455,4.407434818629956,0.5635825850215295,0.5401975488352869,4.327048884928107,87.62688097810857,93.81344048905429,0.023385036186242547,0.023385036186242547,6.31478229955121,1.7770964054842397,7.32280566357139,0.9732810484798772,7.32280566357139,0.9732810484798772,9.031381026701336,-0.12861608741550293,"30290","9422848"
"device(Mobile)","","","","","pen","",0.05433966774530667,0.05433966774530667,0.049391367478449064,0.05062294443375584,-2.432843385707037,-2.432843385707037,0.04943419651867345,0.050582120037937266,-2.269425477625011,40.39918624947223,70.19959312473611,-0.0011479235192638146,-0.0011479235192638146,0.45120716137804406,-4.3498441768212395,3.022933763378941,-6.571908369356885,3.022933763378941,-6.571908369356885,4.850702221159983,-7.8199324952255855,"8586",""
"device(Mobile)","","","","","occ","",1.5143338954468806,1.5175716694772345,1.49721706864564,1.4740085037746882,1.7941781769631076,1.574520419082975,1.4979315392504247,1.4733225891143424,1.6703029138293048,51.733675983829755,75.86683799191488,0.02460895013608222,0.02460895013608222,3.5835101080981673,-0.3579966239334999,5.207276568458216,-1.2142297110065055,5.207276568458216,-1.2142297110065055,6.119619894328174,-1.4910646270849046,"539",""
"device(Mobile)","","","","","dolocc","",6.407926035225787,6.407926035225785,7.43891167505964,7.0931293290070805,4.874891321077334,4.874891321077372,7.453227272987466,7.082201445748958,5.2388488251942205,99.89657889969108,99.94828944984555,0.3710258272385074,0.3710258272385074,6.724045445966727,3.7910969164764725,6.9608413923870724,3.5904038368906903,6.9608413923870724,3.5904038368906903,7.240743254223117,3.174765150222736,"539",""
"device(Mobile)","","","","","dolhh","1187495",0.5272979854607442,0.5284253931802146,0.5501045311453707,0.5292797389303535,6.84806400726979,5.844583276715141,0.5519043399903042,0.5277924228636814,4.604360867764051,72.76369615953669,86.38184807976835,0.02411191712662275,0.02411191712662275,7.556077723525418,1.8540450135326099,10.727387062300572,0.10014003320912729,10.727387062300572,0.10014003320912729,11.357062789149264,-1.4833036797984485,"8586","8997151"
