"MODEL_DESC","Model","TIME_AGG_PERIOD","START_WEEK","END_WEEK","dependent_variable","CNT_EXPSD_HH","UDJ_AVG_EXPSD_HH_PRE","UDJ_AVG_CNTRL_HH_PRE","UDJ_AVG_EXPSD_HH_PST","UDJ_AVG_CNTRL_HH_PST","UDJ_DOD_EFFCT","UDJ_DIFF_EFFCT","ADJ_MEAN_EXPSD_GRP","ADJ_MEAN_CNTRL_GRP","ADJ_DOD_EFFCT","TWOTAIL_PVAL","ONETAIL_PVAL","ABS_DIFF","DOL_DIFF","ONETAIL_80_PCT_INTRVL_UB","ONETAIL_80_PCT_INTRVL_LB","ONETAIL_90_PCT_INTRVL_UB","ONETAIL_90_PCT_INTRVL_LB","TWOTAIL_80_PCT_INTRVL_UB","TWOTAIL_80_PCT_INTRVL_LB","TWOTAIL_90_PCT_INTRVL_UB","TWOTAIL_90_PCT_INTRVL_LB","CNT_Model_HH","CNT_IMPRESSIONS"
"format(Banner)","","","","","pen","",0.05504667677112165,0.05504667677112165,0.050758088292688464,0.050537196612155486,0.437087324467558,0.437087324467558,0.050632781048370074,0.05066248339006456,-0.05862788340989237,1.7569814061494382,50.87849070307472,-2.9702341694484713e-5,-2.9702341694484713e-5,1.1683734027251114,-1.2082716697034246,1.806078585778039,-1.7545105857363852,1.806078585778039,-1.7545105857363852,2.431152490719856,-2.2390668639569995,"26785",""
"format(Banner)","","","","","occ","",1.5053361792956244,1.492892209178228,1.5017361111111114,1.524450416566216,-2.306291840681453,-1.4899996227012773,1.4942820975016438,1.5321086157845127,-2.4689188412076124,98.24613051562096,99.12306525781048,-0.03782651828286898,-0.03782651828286898,-1.7908497154384226,-3.341651819616984,-1.2716228776071088,-3.7718868896061575,-1.2716228776071088,-3.7718868896061575,-0.9430926603237584,-4.0670434449074,"1728",""
"format(Banner)","","","","","dolocc","",6.65070287857228,6.650702878572276,7.474764398699302,7.374992885971039,1.3528353758557272,1.3528353758557754,7.475034478320533,7.3757073372971,1.346679531618088,76.39469120466408,88.19734560233205,0.09932714102343354,0.09932714102343354,2.1582962515434008,0.9051779722183243,2.8628905123947663,0.01978912508093251,2.8628905123947663,0.01978912508093251,3.190360462719382,-0.3584062672442336,"1728",""
"format(Banner)","","","","","dolhh","3641655",0.5511022078793547,0.546546481722762,0.569765815778704,0.5681801488276234,-1.2576524363275225,-0.5947217628668633,0.565558554166016,0.5725055551530583,-1.2083271741855088,44.94941909871821,72.4747095493591,-0.006947000987042373,-0.006947000987042373,0.9113764943036282,-2.8798059392390023,1.3588068729083647,-3.5227796653292405,1.3588068729083647,-3.5227796653292405,1.608916776986458,-4.296791374220199,"26785","15342149"
"format(Video)","","","","","pen","",0.04993347241254755,0.04993347241254755,0.05138925878026031,0.04902506171909479,4.822425466207387,4.822425466207387,0.051568310379097065,0.04885298172476056,5.558163613502163,90.41414121446114,95.20707060723058,0.0027153286543365046,0.0027153286543365046,8.854542513792772,2.807162334342456,10.671136750297173,1.4790461930691305,10.671136750297173,1.4790461930691305,10.809081852701839,0.8792995171903785,"10809",""
"format(Video)","","","","","occ","",1.4154518950437318,1.4307871720116616,1.4390934844192633,1.4967433831602444,-2.827112666682218,-3.851688899352824,1.4504768200529705,1.4845232759550737,-2.293426883468653,71.35685340473074,85.67842670236536,-0.0340464559021032,-0.0340464559021032,-0.5017344627724853,-4.375780458814238,0.3609239743986417,-5.156858128279588,0.3609239743986417,-5.156858128279588,0.8853016512142976,-5.741969028583624,"706",""
"format(Video)","","","","","dolocc","",6.535832321023653,6.535832321023649,7.496496121678138,7.284993807997871,2.9032600336332957,2.903260033633357,7.509256852056897,7.273420920647393,3.2424348045089175,86.54096599700165,93.27048299850082,0.23583593140950398,0.23583593140950398,4.969947278282145,1.027641090593892,5.711959719712995,0.26367750544057217,5.711959719712995,0.26367750544057217,6.093515457704704,-0.21019734792515893,"706",""
"format(Video)","","","","","dolhh","1440615",0.46194235511795906,0.4669471270807197,0.5543954804651696,0.5345578147732707,7.19042089793179,5.744240470580941,0.5616821913402602,0.5274931309354989,6.486557971005044,84.93818201241743,92.46909100620871,0.03418906040476133,0.03418906040476133,10.260543151174756,2.7645471954377547,12.766384658799929,0.6720865650333067,12.766384658799929,0.6720865650333067,13.40433400287703,-0.28612591642914154,"10809","3077850"
"frequency_type(Four_Exposures)","","","","","pen","",0.058212605220280926,0.058212605220280926,0.0568482472854306,0.04806178218499443,18.281604844814584,18.281604844814584,0.05608564092419066,0.04883544284802692,14.846180669899814,88.70670537146148,94.35335268573074,0.007250198076163741,0.007250198076163741,21.061525473166753,8.094104824964777,29.76723661751099,5.771128426581559,29.76723661751099,5.771128426581559,33.5088937103714,2.182424413462688,"1730",""
"frequency_type(Four_Exposures)","","","","","occ","",1.546875,1.5115625,1.6000000000000003,1.5906407704269714,-1.6316236141743423,0.5883936679503478,1.590737881564549,1.6014077830331683,-0.6662826034484405,9.035355990166094,54.51767799508305,-0.010669901468619347,-0.010669901468619347,3.7287977334966373,-4.263627720813996,3.975652570134141,-5.989300921446506,3.975652570134141,-5.989300921446506,5.234914141725598,-6.538308402814562,"125",""
"frequency_type(Four_Exposures)","","","","","dolocc","",6.343872643849209,6.343872643849207,7.141441818181819,7.35380426353852,-2.887790288485571,-2.887790288485547,7.196008243660148,7.286793364144517,-1.2458857545087934,16.342674081892184,58.17133704094609,-0.0907851204843686,-0.0907851204843686,3.3392231320133865,-4.48556014739318,3.9177230409083115,-7.131227207221371,3.9177230409083115,-7.131227207221371,4.6256209247240845,-9.7519694506204,"125",""
"frequency_type(Four_Exposures)","","","","","dolhh","227901",0.571250656634832,0.5582099850793296,0.6495655207272243,0.5621912045431293,11.614973838078921,13.989714504802766,0.6420102514002182,0.5698670143231098,12.629812963763682,73.82478295391384,86.91239147695691,0.07214323707710835,0.07214323707710835,23.75884275965635,3.4818278346001414,28.34934211094336,-1.063606957263318,28.34934211094336,-1.063606957263318,31.122710146534516,-3.540846373415173,"1730","911607"
"frequency_type(One_Exposure)","","","","","pen","",0.05432609767359585,0.05432609767359585,0.05026035265882211,0.050227826698703924,0.0647568534336527,0.0647568534336527,0.04998408840527348,0.05050466377371949,-1.0307471222427853,37.71239047599183,68.8561952379959,-0.0005205753684460121,-0.0005205753684460121,1.2290078401957854,-2.6522216485362646,1.4643973561197012,-3.254282758357811,1.4643973561197012,-3.254282758357811,1.6833471800692033,-4.111880174347009,"20319",""
"frequency_type(One_Exposure)","","","","","occ","",1.4803991446899496,1.453913043478261,1.5015408320493069,1.4980550777561061,-1.5353472151998182,0.2326853227867937,1.4952671536781903,1.504378799051307,-0.6056749389756483,30.89803664296209,65.44901832148105,-0.009111645373116595,-0.009111645373116595,0.5481006225524121,-1.613692623118481,1.307570703255341,-2.225858467861204,1.307570703255341,-2.225858467861204,1.849532306293878,-2.4844472889618956,"1298",""
"frequency_type(One_Exposure)","","","","","dolocc","",6.663723362069947,6.663723362069942,7.5191326858170155,7.285143824523642,3.2118633060572175,3.2118633060572908,7.517613020008307,7.287749987005608,3.1541015184735413,97.27539575348456,98.63769787674228,0.22986303300269917,0.22986303300269917,4.208424516131445,2.2635089984392445,4.8464764175620205,1.8843023741586518,4.8464764175620205,1.8843023741586518,5.431770760984903,0.6552002118866312,"1298",""
"frequency_type(One_Exposure)","","","","","dolhh","2716924",0.5359253436319078,0.5263370019037604,0.5674536931208933,0.5481637322410319,1.1084479903527626,2.908339829440364,0.5618631314564488,0.5537097284022454,1.461800969828435,36.256640175484065,68.12832008774204,0.008153403054203423,0.008153403054203423,4.240924277345891,-0.464192894730846,5.109415972995686,-4.046250908570221,5.109415972995686,-4.046250908570221,5.279251277922483,-4.608334745281234,"20319","2716924"
"frequency_type(Three_Exposures)","","","","","pen","",0.05349733301402209,0.05349733301402209,0.05644891000789915,0.05075974535220109,11.208024422154361,11.208024422154361,0.0562467399102451,0.050974499281177095,10.342898318600723,93.23368877254426,96.61684438627212,0.0052722406290680035,0.0052722406290680035,15.32437915638784,3.8122271653171564,17.92013909010077,2.6055537261711477,17.92013909010077,2.6055537261711477,17.95271446131095,1.8802259554554612,"4265",""
"frequency_type(Three_Exposures)","","","","","occ","",1.4517241379310348,1.4153103448275863,1.5424836601307192,1.4871726538745318,1.2706805160453991,3.7192054407459456,1.530106277967125,1.5005072435135594,1.9726019038906584,43.19002639302389,71.59501319651194,0.02959903445356571,0.02959903445356571,5.498262849175436,-1.3709594069745943,6.937587406065496,-2.1812173333170692,6.937587406065496,-2.1812173333170692,7.480501219359168,-2.4494275705482917,"306",""
"frequency_type(Three_Exposures)","","","","","dolocc","",6.651769745484405,6.6517697454843985,7.517283376481912,7.415789269239855,1.368621781946279,1.3686217819463629,7.518485520440234,7.423415516237951,1.2806773916174699,41.33841743475715,70.66920871737857,0.09507000420228273,0.09507000420228273,3.3627134945165422,-0.21601370496871602,3.9948658469101757,-2.290058216306934,3.9948658469101757,-2.290058216306934,4.095103377556458,-3.138917973147138,"306",""
"frequency_type(Three_Exposures)","","","","","dolhh","581391",0.5165988525794923,0.5036409336169279,0.6545412997791197,0.5598068468533722,19.41739782501225,20.96985376412876,0.6470671022896898,0.5677992767699174,13.921488016454484,90.76530446619077,95.38265223309537,0.0792678255197724,0.0792678255197724,24.023569590834132,5.9400760086656925,24.957141210451642,4.331898940070119,24.957141210451642,4.331898940070119,29.419348154631503,4.280291648459869,"4265","1744174"
"frequency_type(Two_Exposures)","","","","","pen","",0.05485147820484253,0.05485147820484253,0.0478255585246717,0.05031051537997422,-4.939239513916094,-4.939239513916094,0.047759569320332346,0.05037460818450192,-5.1911845241391,72.59058524987452,86.29529262493726,-0.0026150388641695763,-0.0026150388641695763,-1.2166607030891285,-8.501742576508873,0.31238631669041417,-10.480412536258891,0.31238631669041417,-10.480412536258891,2.8596615766506517,-12.00687949686717,"6383",""
"frequency_type(Two_Exposures)","","","","","occ","",1.4808988764044944,1.450786516853933,1.4097938144329896,1.49153492453265,-7.499218946232144,-5.48033497273104,1.4097401244863175,1.4915483269462022,-5.484783897507294,95.87888054692436,97.93944027346217,-0.08180820245988474,-0.08180820245988474,-3.9462287055496885,-7.323741859893948,-2.091471762792094,-8.186078330880802,-2.091471762792094,-8.186078330880802,-1.2346835067063786,-8.908291061179646,"388",""
"frequency_type(Two_Exposures)","","","","","dolocc","",6.747958899589803,6.7479588995898,7.6520051546391805,7.389972139007966,3.5457916579694464,3.5457916579694944,7.635646465867227,7.407041856574303,3.086314533109067,83.11447864942576,91.55723932471288,0.22860460929292437,0.22860460929292437,3.885028339208479,1.3232725509212002,4.613997984015902,0.623302898439192,4.613997984015902,0.623302898439192,7.650755261130965,0.45538710452901615,"388",""
"frequency_type(Two_Exposures)","","","","","dolhh","881386",0.5481332764377244,0.5369876225617523,0.5159301467365831,0.5545427020340641,-8.522710850454814,-5.816399909612771,0.5140972430844436,0.556536701010694,-7.639300297795476,78.61734722212502,89.30867361106252,-0.04243945792625037,-0.04243945792625037,-2.3459903840744265,-11.812394884208967,-0.9278576164855883,-13.59246680588411,-0.9278576164855883,-13.59246680588411,0.2822644104464766,-16.34324702267884,"6383","1762773"
"household_age(35_44)","","","","","pen","",0.0551129614697559,0.0551129614697559,0.052042601499295967,0.054910317711705556,-5.2225452918810245,-5.2225452918810245,0.05171077122885956,0.05524959757191148,-6.405162206739839,86.73782701054255,93.36891350527128,-0.003538826343051922,-0.003538826343051922,-3.24478836830262,-9.81069515324673,-1.8784995838359728,-10.700910164007178,-1.8784995838359728,-10.700910164007178,-1.0547456204836831,-11.244630095505602,"5125",""
"household_age(35_44)","","","","","occ","",1.5403899721448466,1.5367130919220053,1.463126843657817,1.5178612615241858,-3.848263314300234,-3.60602245105104,1.4517236442570327,1.529226094601202,-5.068083170813317,86.35971326942874,93.17985663471437,-0.07750245034416925,-0.07750245034416925,-2.0064031038974015,-7.616839522010588,-0.3156883882280137,-8.724142931461,-0.3156883882280137,-8.724142931461,0.39597632668631305,-9.3719676893359,"339",""
"household_age(35_44)","","","","","dolocc","",6.529294402440646,6.529294402440642,7.309085615957303,7.470198260377638,-2.1567385336328937,-2.1567385336328337,7.316120941882392,7.465388533400119,-1.9994617942509458,57.900883826098394,78.95044191304919,-0.1492675915177264,-0.1492675915177264,0.015595128911939322,-3.8657137596977114,0.6577315233409824,-5.258778668511095,0.6577315233409824,-5.258778668511095,1.6142888678017344,-5.6789921207806096,"339",""
"household_age(35_44)","","","","","dolhh","681090",0.5543074072618427,0.5529842865067145,0.5565497926183158,0.6226129677788292,-9.33871228092279,-9.52790264747948,0.5492193646314995,0.6307441548500788,-12.956400225038259,96.00283575390965,98.00141787695483,-0.08152479021857939,-0.08152479021857939,-8.920328919307144,-17.55667012146686,-5.157266517280703,-18.62587610192158,-5.157266517280703,-18.62587610192158,-1.6898402847652922,-20.476276987733705,"5125","2601110"
"household_age(45_54)","","","","","pen","",0.05624442940056098,0.05624442940056098,0.05385885816986834,0.05109526565185055,5.4087056457405875,5.4087056457405875,0.05377379901128507,0.051183209034512955,5.0614059290914515,89.93606927174645,94.96803463587322,0.002590589976772112,0.002590589976772112,7.164942378483195,2.328680252862434,8.100752106335708,1.243711241336539,8.100752106335708,1.243711241336539,9.790264013126938,-0.7900310188594271,"8575",""
"household_age(45_54)","","","","","occ","",1.4861337683523654,1.4555954323001632,1.512776831345826,1.522199433487456,-2.6252104234646256,-0.6190123274479317,1.512695676546428,1.5222612431192717,-0.6283787763815728,25.587002500966793,62.793501250483395,-0.009565566572843798,-0.009565566572843798,1.0093982407095672,-1.734003950629126,1.1575592067932408,-3.292110817314814,1.1575592067932408,-3.292110817314814,1.5214752969686696,-3.6750811144396907,"587",""
"household_age(45_54)","","","","","dolocc","",6.981105161966912,6.981105161966906,7.818347916989322,7.379347448720812,5.949041853891885,5.949041853891968,7.832146273333307,7.366531515366372,6.320678286594933,99.69148427354429,99.84574213677216,0.46561475796693497,0.46561475796693497,8.63412424677576,4.555695559298655,8.7466891499609,3.902843592620222,8.7466891499609,3.902843592620222,8.86801964717433,3.495553019228638,"587",""
"household_age(45_54)","","","","","dolhh","1041738",0.5835278626733236,0.5715370376576868,0.6370110986821572,0.5739448674858474,10.181697090062354,12.339368882376863,0.6370933545057146,0.573957523325415,10.981967676051422,97.99072152278632,98.99536076139316,0.06313583118029953,0.06313583118029953,15.119977328685916,8.802106270515289,15.869170779027073,5.313405390903016,15.869170779027073,5.313405390903016,16.250663275003202,1.7114199696998302,"8575","3842573"
"household_age(55_64)","","","","","pen","",0.05323062224989925,0.05323062224989925,0.04954978134964025,0.0484115520866371,2.3511521815416763,2.3511521815416763,0.04960200712117171,0.04836235041094831,2.5632681201175878,57.91666976084072,78.95833488042037,0.0012396567102233996,0.0012396567102233996,5.208015146825557,-0.18491865588919607,7.362652573570264,-1.269609698555228,7.362652573570264,-1.269609698555228,7.9279645580735165,-1.4597502911057898,"11115",""
"household_age(55_64)","","","","","occ","",1.502659574468085,1.4715425531914892,1.5142857142857142,1.4930148907623766,-0.6594842298076801,1.4246893085223113,1.5071742222111326,1.5002591707381927,0.4609237928895585,19.74725355974689,59.87362677987345,0.006915051472939915,0.006915051472939915,1.7443278926734191,-1.018228906522186,2.6804128694555316,-1.7539388397962936,2.6804128694555316,-1.7539388397962936,3.0453485197680075,-2.150456152901327,"700",""
"household_age(55_64)","","","","","dolocc","",6.680036690518412,6.680036690518407,7.478168467841691,7.178131921622536,4.179869491049009,4.179869491049071,7.474360651807744,7.185460317299057,4.020623895356522,99.12806268801354,99.56403134400676,0.28890033450868646,0.28890033450868646,5.508771736886485,2.881197532711005,5.685669363689218,1.9047953091256207,5.685669363689218,1.9047953091256207,5.827652053064255,1.4963961083507642,"700",""
"household_age(55_64)","","","","","dolhh","1353550",0.5343194626967441,0.5232547941771829,0.561105870322814,0.5188294041677587,5.484294493454075,8.423176116556089,0.5587747301634948,0.5213486879154547,7.202231710197707,94.59321045873095,97.29660522936547,0.037426042248040026,0.037426042248040026,10.61870034436887,4.660953731590467,12.34940799406159,3.2762309683291932,12.34940799406159,3.2762309683291932,12.769901837089717,2.554075120032738,"11115","4935648"
"household_age(More_Then_65)","","","","","pen","",0.048297549426119316,0.048297549426119316,0.04730265608588089,0.042306482620901815,11.80947494441593,11.80947494441593,0.047024867388388535,0.042578120789744905,10.443736163467886,98.10162115391864,99.05081057695932,0.004446746598643629,0.004446746598643629,13.94789445585797,6.751557276898208,15.243255588489845,5.082852708242766,15.243255588489845,5.082852708242766,15.863748224508868,4.228704537504624,"8699",""
"household_age(More_Then_65)","","","","","occ","",1.4063670411985019,1.3722846441947567,1.3671128107074568,1.4837438998219674,-10.157648239452891,-7.86059434707735,1.3703018153481106,1.4798788182448348,-7.404457820856217,97.84325469120748,98.92162734560375,-0.10957700289672423,-0.10957700289672423,-5.112377570056914,-9.214843362605041,-3.8228411026171263,-9.862480891145516,-3.8228411026171263,-9.862480891145516,-3.354360979269497,-10.313562696928747,"523",""
"household_age(More_Then_65)","","","","","dolocc","",6.3959146974020635,6.395914697402056,7.342352135117916,7.088932678903148,3.574860528284381,3.5748605282844808,7.341103239170115,7.091178254001549,3.5244493399603054,89.9,95.05289565952214,0.24992498516856632,0.24992498516856632,5.392118325535325,2.0809685744816435,5.974456982950191,0.5628004035074278,5.974456982950191,0.5628004035074278,6.431852641569494,-0.24139744360967497,"523",""
"household_age(More_Then_65)","","","","","dolhh","1353256",0.43443663234735463,0.4239083411240228,0.47481572065941674,0.444986379413434,4.732511235040712,7.145855377665772,0.4730479276460407,0.4468183971844093,5.886803331490226,72.20778802582832,86.10389401291417,0.0262295304616314,0.0262295304616314,11.782795014361248,0.9511387341944925,12.541762838225948,-0.6350073290792911,12.541762838225948,-0.6350073290792911,13.07365792269869,-1.4561341847886793,"8699","4892402"
"ad_size(300x600)","","","","","pen","",0.05424721438383926,0.05424721438383926,0.04644185979623648,0.05098457616622129,-8.909981628903855,-8.909981628903855,0.04650663209608955,0.050919388326843035,-8.666161114168816,67.06874389842966,83.53437194921483,-0.004412756230753483,-0.004412756230753483,2.475474720455177,-13.841292751661257,3.904568538009179,-17.432731311312367,3.904568538009179,-17.432731311312367,5.372472564902049,-18.05783176990628,"2016",""
"ad_size(300x600)","","","","","occ","",1.517985611510791,1.5329496402877698,1.4369747899159662,1.5057492970622104,-3.5736678392779124,-4.567460684220581,1.43371175882785,1.5086306482026617,-4.96601931453983,49.5866926016521,74.79334630082606,-0.07491888937481161,-0.07491888937481161,1.6378304968122621,-10.1055685890331,5.616932041198139,-11.409882108525874,5.616932041198139,-11.409882108525874,7.536578319760921,-13.622463152311779,"119",""
"ad_size(300x600)","","","","","dolocc","",6.624046762589928,6.624046762589927,7.023515406162464,7.282622421620871,-3.5578806706930517,-3.5578806706930393,7.015976402131055,7.298942929584789,-3.876815179726731,57.36505451058772,78.68252725529385,-0.2829665274537341,-0.2829665274537341,-0.04981660004721552,-6.3188610992701175,0.8982954605063931,-10.330523656416563,0.8982954605063931,-10.330523656416563,1.775964384057282,-12.039461755060096,"119",""
"ad_size(300x600)","","","","","dolhh","269023",0.5454670064515478,0.550844121965383,0.4687197910808352,0.5590868484665261,-14.24670964341574,-16.081246072212508,0.46780499734471187,0.5606942110521886,-16.423381845617495,90.59748576202611,95.29874288101306,-0.09288921370747677,-0.09288921370747677,-8.271674320561633,-22.867068419920493,-3.384150151852049,-26.124640984826875,-3.384150151852049,-26.124640984826875,-0.562495747472188,-30.024446858023225,"2016","358850"
"household_age(25_34)","","","","","pen","",0.06113595030989516,0.06113595030989516,0.05529884952653833,0.04926513061153159,12.247443252681462,12.247443252681462,0.05481359613613747,0.049767259405546764,10.139872660997414,80.31367514695434,90.15683757347716,0.0050463367305907045,0.0050463367305907045,19.178695540752997,3.758953876745874,22.636284943351342,2.0672405338618005,22.636284943351342,2.0672405338618005,25.852712162750425,1.172804191180255,"2561",""
"household_age(25_34)","","","","","occ","",1.4371859296482414,1.4012060301507538,1.6555555555555557,1.5130045935184488,7.043670785677608,9.421713763975339,1.6513970720780038,1.517502642046916,8.823340818074717,93.37336997240273,96.68668498620137,0.1338944300310878,0.1338944300310878,12.292737767814172,4.849370908853887,15.983109373499593,3.3716695403388863,15.983109373499593,3.3716695403388863,17.199489662169963,2.1543820324585625,"180",""
"household_age(25_34)","","","","","dolocc","",6.4876016192071475,6.487601619207146,7.139103637566142,7.029147918736254,1.5642823298226194,1.5642823298226447,7.117495189156893,7.057729532263859,0.8468113806263018,19.32624532252316,59.66312266126158,0.059765656893033814,0.059765656893033814,3.2642933223454227,-1.8444973413578418,5.161674181926836,-4.669319056894822,5.161674181926836,-4.669319056894822,8.374782335822395,-5.284703371398934,"180",""
"household_age(25_34)","","","","","dolhh","435733",0.5700248613244305,0.5557543088521124,0.6535872050379082,0.5239412207286185,24.0171738908969,26.316874579172207,0.6442686336421102,0.5330134801601046,20.894320051324307,94.67765302692695,97.33882651346347,0.11125515348200554,0.11125515348200554,31.63466594814444,10.756069685904244,33.407644174978905,7.758874006234641,33.407644174978905,7.758874006234641,34.119738918362266,4.853078862853959,"2561","1668370"
"household_income(100-150K)","","","","","pen","",0.052617992957362685,0.052617992957362685,0.05186012063081631,0.05023610850250265,3.2327586206896473,3.2327586206896473,0.05188566512313045,0.05021156515167752,3.334092387671767,77.05830104011,88.529150520055,0.0016740999714529303,0.0016740999714529303,5.731133352335538,1.4167529217240082,6.904175537654909,0.44637732155340487,6.904175537654909,0.44637732155340487,7.037106738928453,-0.8032419847206164,"7267",""
"household_income(100-150K)","","","","","occ","",1.4423868312757202,1.4202469135802471,1.436325678496869,1.5357449961271723,-7.915326804405898,-6.473686574334804,1.4271602433254449,1.546058422927469,-7.690406639154672,99.86431418664029,99.93215709332016,-0.11889817960202409,-0.11889817960202409,-5.48362827085636,-9.718871760083621,-4.687085044817032,-10.536992969629306,-4.687085044817032,-10.536992969629306,-3.9674731291507253,-11.05062940522108,"479",""
"household_income(100-150K)","","","","","dolocc","",6.805787249330467,6.805787249330459,7.594028009742523,7.623497083423057,-0.38655584645820146,-0.38655584645809665,7.587725204670071,7.631589193362845,-0.5747687353365686,28.653350570054258,64.32667528502714,-0.04386398869277386,-0.04386398869277386,0.32758722823444314,-1.5294798997095853,1.4616256460321433,-2.6753226207928313,1.4616256460321433,-2.6753226207928313,1.6528538143529645,-3.3841904002066348,"479",""
"household_income(100-150K)","","","","","dolhh","863228",0.51652862706535,0.5086001705357871,0.5656641326877311,0.5881516736724869,-6.951344000089208,-5.6266992501606605,0.5618646660484661,0.5924403700552483,-5.177936149235028,75.55273068669617,87.77636534334809,-0.030575704006782223,-0.030575704006782223,-0.8333966227040974,-9.679221672808616,0.5622775972178905,-11.125952433263882,0.5622775972178905,-11.125952433263882,1.1718755218005668,-11.55470792033266,"7267","3081446"
"household_income(50-75K)","","","","","pen","",0.05153210195588968,0.05153210195588968,0.05078117879441951,0.048126665418622504,5.515681073490397,5.515681073490397,0.050262153089231286,0.04864756868355363,3.3189416231267894,69.63894847842768,84.81947423921383,0.0016145844056776534,0.0016145844056776534,4.902182586061546,1.1485171058231096,6.8314355099013016,-0.5807197653004954,6.8314355099013016,-0.5807197653004954,9.9574381552495,-1.4653146328161124,"8382",""
"household_income(50-75K)","","","","","occ","",1.4663023679417124,1.455009107468124,1.5397412199630316,1.4827716654604104,3.080467147640695,3.842098944137281,1.5467330209032968,1.4756664491248503,4.815896696749645,94.60672177520102,97.3033608876005,0.07106657177844644,0.07106657177844644,6.976269629432197,2.232805271609576,7.856925560930394,1.1740587343207767,7.856925560930394,1.1740587343207767,8.619598450406896,0.664078453189872,"541",""
"household_income(50-75K)","","","","","dolocc","",6.370749934946661,6.370749934946655,7.362264897456215,7.4509037483790665,-1.1896389205422389,-1.1896389205421556,7.367807158382305,7.447128690617358,-1.0651290655818908,35.91277530544082,67.95638765272041,-0.07932153223505356,-0.07932153223505356,1.2786014913807917,-3.121790578761321,2.1724158807505276,-4.017354888773618,2.1724158807505276,-4.017354888773618,2.353415325315626,-4.083078251548952,"541",""
"household_income(50-75K)","","","","","dolhh","1181415",0.48138433300989963,0.47767677665628244,0.5756545660714216,0.5317028682347003,7.448175606757491,8.814885434246216,0.5727890358088092,0.5346113834205464,7.1851851026367095,94.26373424430896,97.13186712215447,0.03817765238826287,0.03817765238826287,9.18028173565403,5.076539310576841,12.560163520927144,3.783729755464355,12.560163520927144,3.783729755464355,13.20945461179209,1.1106483888261562,"8382","4455345"
"household_income(75-100K)","","","","","pen","",0.052170523357781586,0.052170523357781586,0.05397990567076824,0.04971780511128859,8.572583906186807,8.572583906186807,0.05383459405971173,0.049870055574230854,7.949737452326912,97.79969645763244,98.89984822881621,0.003964538485480874,0.003964538485480874,10.330513948436138,5.570371180076125,12.122571243580863,3.7434303582723643,12.122571243580863,3.7434303582723643,12.963730945705102,2.82267005824619,"7827",""
"household_income(75-100K)","","","","","occ","",1.5298651252408475,1.4979576107899808,1.5158286778398509,1.497800959034582,-0.9266782453220049,1.2036124490725904,1.5062272955168206,1.5082661864462585,-0.13518110713878517,2.4258996417833134,51.212949820891666,-0.0020388909294379864,-0.0020388909294379864,2.336393193407619,-2.2272260816292753,2.795865346032628,-3.0365651264533398,2.795865346032628,-3.0365651264533398,2.9699942068967196,-4.408094243540962,"537",""
"household_income(75-100K)","","","","","dolocc","",6.891383284399184,6.891383284399179,7.514764986255216,7.238703660254864,3.813684589909395,3.813684589909456,7.514899153511224,7.242397847220993,3.762584050733875,94.68638365633886,97.34319182816942,0.2725013062902306,0.2725013062902306,5.80044979613805,1.9263553367925463,6.692788750069742,1.6620674244847293,6.692788750069742,1.6620674244847293,7.097270380675726,1.4496213814846746,"537",""
"household_income(75-100K)","","","","","dolhh","903140",0.5500279299601184,0.5385563146954588,0.614890302324364,0.5390472685004513,13.113044650998745,16.051160085828307,0.6093616422909269,0.5447537458591998,11.83618537929079,97.42677126608545,98.71338563304273,0.06460789643172715,0.06460789643172715,15.717444529554156,8.879778123691857,17.103173482327307,6.672430334112675,17.103173482327307,6.672430334112675,17.2573447198238,3.6801090600503406,"7827","3225601"
"household_income(150-200K)","","","","","pen","",0.05657307863845095,0.05657307863845095,0.04498249667350001,0.05148426122336298,-12.628644939965724,-12.628644939965724,0.04506640773570107,0.05139115555489216,-12.307074536270088,98.0180743503916,99.0090371751958,-0.006324747819191089,-0.006324747819191089,-8.124249693901518,-16.34546791163998,-5.745489299527264,-18.48905912288908,-5.745489299527264,-18.48905912288908,-4.747303216617591,-19.26368106661265,"2851",""
"household_income(150-200K)","","","","","occ","",1.5902439024390247,1.5098536585365856,1.521472392638037,1.5283215995156272,-5.708186732928349,-0.44815220041128795,1.5092732040047323,1.539018872181265,-1.9327682534765727,34.623235572871934,67.31161778643597,-0.02974566817653268,-0.02974566817653268,1.7022467183140921,-5.515844782467926,3.3104852911297895,-7.235242202456302,3.3104852911297895,-7.235242202456302,4.34361057940672,-7.5787573902378975,"163",""
"household_income(150-200K)","","","","","dolocc","",6.813555981416958,6.813555981416958,7.405563832895125,7.591099198612924,-2.444117259746793,-2.444117259746793,7.4009812302722695,7.59757643075977,-2.5876041166438233,58.759718798630686,79.37985939931535,-0.19659520048750068,-0.19659520048750068,0.17082257018755467,-5.101423925696149,0.781486239244321,-6.185881035786788,0.781486239244321,-6.185881035786788,1.4245412258099852,-8.042415131829362,"163",""
"household_income(150-200K)","","","","","dolhh","328238",0.6129815185375891,0.5819939865575294,0.5068340252680494,0.5973019091349889,-20.88843378693455,-15.106837779814347,0.5033964006634496,0.60090719795539,-16.239852341559008,97.16625911890934,98.58312955945466,-0.09751079729194045,-0.09751079729194045,-9.157167354467873,-20.828116302867063,-5.92973605705489,-22.762039118348117,-5.92973605705489,-22.762039118348117,-4.035700996478654,-27.56242346178455,"2851","1149707"
