MODEL_DESC,MODEL,TIME_AGG_PERIOD,START_WEEK,END_WEEK,DEPENDENT_VARIABLE,CNT_EXPSD_HH,UDJ_AVG_EXPSD_HH_PRE,UDJ_AVG_CNTRL_HH_PRE,UDJ_AVG_EXPSD_HH_PST,UDJ_AVG_CNTRL_HH_PST,UDJ_DOD_EFFECT,UDJ_DIFF_EFFECT,ADJ_MEAN_EXPSD_GRP,ADJ_MEAN_CNTRL_GRP,ADJ_DOD_EFFECT,TWOTAIL_PVAL,ONETAIL_PVAL,ABS_DIFF,DOL_DIFF,ONETAIL_80_PCT_INTRVL_LB,ONETAIL_80_PCT_INTRVL_UB,ONETAIL_90_PCT_INTRVL_LB,ONETAIL_90_PCT_INTRVL_UB,TWOTAIL_80_PCT_INTRVL_LB,TWOTAIL_80_PCT_INTRVL_UB,TWOTAIL_90_PCT_INTRVL_LB,TWOTAIL_90_PCT_INTRVL_UB,CNT_IMPRESSIONS,TWOTAIL_PVAL_TO_CAMPAIGN,ONETAIL_PVAL_TO_CAMPAIGN,CNT_EXPSD_HH_MODEL,SE_ADJ_DOD_EFFECT
household_age ( 25_34 ),AGE2,20,2026,2045,DOL/OCC, ,7.23682663412501,7.27147375458763,7.20047239815466,7.57631669212593,-4.50347031907018,-4.96077855829184,7.183756712625,7.353513625,-2.30851428353748,74.4078486688433,87.2039243344217,0.169756912375, ,-3.91307880851279,-0.703949758562179,-4.71536107100044,0.0983325039254738,-4.71536107100044,0.0983325039254738,-5.80558158991634,1.18855302284137, ,99.2120869785559,99.6060434892779,609,5.89959354829878
household_age ( 25_34 ),AGE2,20,2026,2045,DOL/HH,352257,1.86513965146813,1.92764223760643,1.87658629744569,1.71545317100342,13.0365384704589,9.39303556435863,1.83084667762821,1.72452143180936,6.16549286414465,69.2323871123691,84.6161935561845,0.106325245818851,0.106325245818851,1.39288650451495,10.9380992237743,-0.993416675299897,13.3244024035892,-0.993416675299897,13.3244024035892,-4.23616154531805,16.5671472736073,1605386,79.6272844854523,89.8136422427262,4189,4.11523097638552
household_age ( 35_44 ),AGE3,20,2026,2045,PEN, ,0.136141555526212,0.136141555526212,0.132312161626832,0.120031691535719,10.2310231023102,10.2310231023102,0.13200787875,0.1221806125,8.043228830597,98.2308395675471,99.1154197837736,0.00982726625, ,5.36560940557743,10.7208482556166,4.02679969306765,12.0596579681263,4.02679969306765,12.0596579681263,2.20749258913612,13.8789650720579, ,83.6060887324883,91.8030443662442,7573,0.163576590695394
household_age ( 35_44 ),AGE3,20,2026,2045,OCC, ,1.86614936954413,1.88005172971225,1.8872255489022,1.7975797579758,5.76042040054579,4.98702716965091,1.88749143,1.884930625,0.135856724169888,3.20588293026582,51.6029414651329,0.002560805, ,-2.53340774273672,2.8051211910765,-3.86803997619003,4.1397534245298,-3.86803997619003,4.1397534245298,-5.68167030824505,5.95338375658483, ,94.1853926515214,97.0926963257607,1002,2.51568916994828
household_age ( 35_44 ),AGE3,20,2026,2045,DOL/OCC, ,7.17942375395916,7.17186239630614,7.61583534266244,7.4482163427983,2.14893922040653,2.25045825939533,7.60627193875,7.465712,1.88273990143204,72.0086344746032,86.0043172373016,0.14055993875, ,0.506813611743524,3.25866619112056,-0.181149533100734,3.94662933596481,-0.181149533100734,3.94662933596481,-1.11602192382452,4.8815017266886, ,23.9583099641644,61.9791549820822,1002,5.13613470602152
household_age ( 35_44 ),AGE3,20,2026,2045,DOL/HH,406270,1.8553532285752,1.85996170606101,1.91003037105506,1.62657335270038,17.709960350835,17.4266360557361,1.89529074195916,1.71939650966185,10.229998217916,91.5360230577842,95.7680115288921,0.175894232297317,0.175894232297317,5.54533630142894,14.9146601344031,3.20300534318539,17.2569910926467,3.20300534318539,17.2569910926467,0.0200142786056142,20.4399821572265,1876759,95.9756079899032,97.9878039949516,7573,4.02739567407685
household_age ( 45_54 ),AGE4,20,2026,2045,PEN, ,0.132832278481013,0.132832278481013,0.125,0.117747890295359,6.15901455767077,6.15901455767077,0.1251358105,0.1198128875,4.44269653379316,90.5582259304257,95.2791129652129,0.005322923, ,2.34518231789046,6.54021074969587,1.2964252099391,7.58896785764722,1.2964252099391,7.58896785764722,-0.128729716086761,9.01412278367308, ,36.6424267933055,68.3212133966528,12640,0.125654617389801
household_age ( 45_54 ),AGE4,20,2026,2045,OCC, ,1.88445503275759,1.89994044073853,1.84556962025316,1.84232922732363,1.01641990110967,0.175885660471431,1.8420990661875,1.863647,-1.15622399588012,43.2590536397638,71.6295268198819,0.0215479338125, ,-2.75276095644001,0.440312964679767,-3.55102943671995,1.23858144495971,-3.55102943671995,1.23858144495971,-4.63579563123419,2.32334763947395, ,79.649154514684,89.824577257342,1580,1.48769065846828
household_age ( 45_54 ),AGE4,20,2026,2045,DOL/OCC, ,7.50602532278456,7.52281154313778,7.86546042522878,7.54997284878864,4.40099326776622,4.17865842379499,7.863548075,7.6333175,3.0161273260283,97.0019628582753,98.5009814291377,0.230230575, ,1.918752622708,4.11350202934859,1.37006527104786,4.66218938100873,1.37006527104786,4.66218938100873,0.624454608542756,5.40780004351384, ,99.7046894671475,99.8523447335737,1580,4.18830476345605
household_age ( 45_54 ),AGE4,20,2026,2045,DOL/HH,537933,1.90270727848101,1.92836656118143,1.82684256329114,1.65483755274262,11.9446342585923,10.3940722316492,1.8125913052784,1.70443448546827,6.345613206741,91.5117673569586,95.7558836784793,0.108156819810123,0.108156819810123,3.43747763341813,9.25374878006387,1.9834098467567,10.7078165667253,1.9834098467567,10.7078165667253,0.00747866762594491,12.6837477458561,2554093,79.9453077912751,89.9726538956375,12640,2.47836327979427
household_age ( 55_64 ),AGE5,20,2026,2045,PEN, ,0.134285509222709,0.134285509222709,0.12825665685782,0.113950094499868,12.5551123241654,12.5551123241654,0.1282620345,0.1193203,7.49389207033506,99.3291382568667,99.6645691284334,0.0089417345, ,5.31107531204667,9.67670882862345,4.21966693290247,10.7681172077676,4.21966693290247,10.7681172077676,2.73655323951198,12.2512309011581, ,39.9765286604515,69.9882643302257,13933,0.130227175221999
