id,state_1,state_2
525,2016-02-11 23:53:08,
526,2016-02-12 00:23:09,2016-02-12 08:22:56
527,2016-02-12 00:46:10,2016-02-12 12:58:41
528,2016-02-12 02:08:10,
529,2016-02-12 03:25:10,2016-02-12 08:29:48
530,2016-02-12 03:43:08,2016-02-12 08:36:18
531,2016-02-12 06:53:09,2016-02-12 09:05:08
532,2016-02-12 07:52:11,2016-02-12 09:01:49
533,2016-02-12 08:04:11,2016-02-12 11:34:53
534,2016-02-12 09:18:12,2016-02-13 11:34:09
535,2016-02-12 10:42:11,
536,2016-02-12 11:37:09,2016-02-12 15:47:50
537,2016-02-12 12:18:10,2016-02-12 15:52:03
538,2016-02-12 12:19:08,2016-02-12 15:54:14
539,2016-02-12 12:22:12,2016-02-12 15:58:24
540,2016-02-12 12:30:17,
541,2016-02-12 12:49:09,2016-02-15 07:34:18
542,2016-02-12 13:11:08,2016-02-12 21:50:17
543,2016-02-12 13:16:10,2016-02-12 16:04:13
544,2016-02-12 13:16:10,2016-02-12 16:04:13
545,2016-02-12 13:24:11,2016-02-12 21:53:45
546,2016-02-12 14:03:09,2016-02-12 17:41:17
547,2016-02-12 14:48:11,2016-02-12 16:09:04
548,2016-02-12 16:02:11,2016-02-12 17:56:45
549,2016-02-12 16:10:15,2016-02-12 17:57:47
550,2016-02-12 18:03:09,2016-02-12 21:54:38
551,2016-02-12 19:02:11,2016-02-12 21:59:10
552,2016-02-12 19:04:11,2016-02-12 22:00:25
553,2016-02-12 22:19:08,2016-02-13 11:36:52
554,2016-02-13 00:04:11,2016-02-13 17:40:47
555,2016-02-13 07:13:08,2016-02-13 11:40:11
556,2016-02-13 08:32:10,2016-02-13 11:41:42
557,2016-02-13 08:35:11,2016-02-13 11:44:36
558,2016-02-13 08:52:10,2016-02-13 11:46:13
559,2016-02-13 08:57:08,2016-02-13 11:49:33
560,2016-02-13 09:07:08,2016-02-13 11:48:09
561,2016-02-13 09:43:08,2016-02-13 11:51:44
562,2016-02-13 09:58:11,
563,2016-02-13 10:21:08,2016-02-13 17:13:36
564,2016-02-13 10:25:10,
565,2016-02-13 11:15:11,
566,2016-02-13 11:16:12,2016-02-13 13:51:10
567,2016-02-13 11:28:12,2016-02-13 12:17:28
568,2016-02-13 11:37:08,2016-02-13 13:56:56
569,2016-02-13 11:55:09,
570,2016-02-13 12:40:15,2016-02-13 17:26:47
571,2016-02-13 12:41:08,2016-02-13 17:29:27
572,2016-02-13 12:52:11,2016-02-13 16:14:28
573,2016-02-13 12:59:08,2016-02-13 13:51:59
574,2016-02-13 13:17:09,2016-02-13 16:47:08
575,2016-02-13 13:23:09,2016-02-13 16:03:32
576,2016-02-13 13:25:12,2016-02-13 16:07:03
577,2016-02-13 13:51:09,2016-02-13 16:56:24
578,2016-02-13 14:17:10,2016-02-13 16:48:27
579,2016-02-13 14:48:11,2016-02-13 17:04:23
580,2016-02-13 14:53:08,2016-02-14 16:00:56
581,2016-02-05 21:21:10,2016-02-06 09:39:27
582,2016-02-13 15:09:08,2016-02-13 17:38:34
583,2016-02-13 15:18:11,2016-02-15 15:29:56
584,2016-02-13 15:55:11,2016-02-13 17:10:13
585,2016-02-13 16:37:08,
586,2016-02-13 16:41:08,2016-02-13 18:46:20
587,2016-02-13 16:42:11,2016-02-18 13:41:56
588,2016-02-13 17:00:16,2016-02-13 18:44:06
589,2016-02-13 17:18:11,2016-02-13 18:59:10
590,2016-02-13 18:14:11,2016-02-14 16:06:43
591,2016-02-13 18:16:11,2016-02-14 16:08:49
592,2016-02-13 18:18:10,2016-02-13 19:01:46
593,2016-02-13 18:25:11,2016-02-14 04:41:04
594,2016-02-13 18:32:11,2016-02-14 16:11:15
595,2016-02-13 19:06:11,2016-02-14 15:15:50
596,2016-02-13 19:13:09,2016-02-14 04:48:44
597,2016-02-13 19:13:15,2016-02-14 16:14:10
598,2016-02-13 19:16:56,2016-02-14 16:29:37
599,2016-02-13 19:36:11,2016-02-14 04:50:35
600,2016-02-13 19:54:10,2016-02-14 16:27:13
601,2016-02-13 20:53:08,2016-02-15 17:00:39
602,2016-02-13 20:55:10,2016-02-14 05:00:51
603,2016-02-13 21:15:11,2016-02-14 04:53:07
604,2016-02-13 21:54:11,2016-02-14 05:06:22
605,2016-02-13 21:59:07,
606,2016-02-13 22:06:11,
607,2016-02-13 22:45:10,2016-02-14 05:13:11
608,2016-02-13 22:55:10,2016-02-14 15:44:34
609,2016-02-13 23:17:08,2016-02-14 05:15:44
610,2016-02-13 23:50:15,2016-02-15 16:34:46
611,2016-02-14 01:57:07,2016-02-14 15:55:04
612,2016-02-14 03:55:10,2016-02-14 15:59:27
613,2016-02-14 08:23:08,2016-02-14 16:36:32
614,2016-02-14 09:10:14,2016-02-14 17:07:09
615,2016-02-14 09:58:10,2016-02-14 16:52:09
616,2016-02-14 10:00:19,2016-02-15 09:14:20
617,2016-02-14 10:06:17,2016-02-14 17:09:33
618,2016-02-14 10:18:11,2016-02-14 17:13:31
619,2016-02-14 10:34:10,2016-02-14 17:17:20
620,2016-02-14 11:05:12,
621,2016-02-14 11:16:10,2016-02-14 17:29:31
622,2016-02-14 11:40:15,2016-02-14 17:22:34
623,2016-02-14 11:53:09,
624,2016-02-14 12:43:08,2016-02-14 17:27:23
625,2016-02-14 12:50:14,2016-02-14 17:42:55
626,2016-02-14 13:20:15,2016-02-14 17:44:07
627,2016-02-14 14:21:08,2016-02-14 19:38:42
628,2016-02-14 15:11:09,2016-02-15 17:31:08
629,2016-02-14 15:15:11,2016-02-14 17:39:18
630,2016-02-14 15:16:11,2016-02-14 17:41:00
631,2016-02-14 15:49:08,
632,2016-02-14 17:15:11,2016-02-16 09:14:54
633,2016-02-14 17:50:14,2016-02-15 09:26:28
634,2016-02-14 18:08:10,2016-02-15 09:18:12
635,2016-02-14 21:00:16,
636,2016-02-14 21:59:09,2016-02-15 09:31:56
637,2016-02-14 22:59:08,2016-02-15 09:35:09
638,2016-02-14 23:42:11,2016-02-16 20:14:51
639,2016-02-15 00:03:08,2016-02-15 09:39:06
640,2016-02-15 01:30:17,2016-02-16 20:28:01
641,2016-02-15 03:21:08,2016-02-15 09:52:52
642,2016-02-15 07:28:11,2016-02-15 09:58:58
643,2016-02-15 07:36:11,
644,2016-02-09 22:09:37,
645,2016-02-15 08:20:15,2016-02-15 10:20:57
646,2016-02-15 08:27:08,2016-02-15 10:35:30
647,2016-02-15 08:31:10,2016-02-15 10:17:55
648,2016-02-15 08:47:09,2016-02-15 15:32:08
649,2016-02-15 08:52:13,
650,2016-02-15 08:54:12,
651,2016-02-15 09:23:10,
652,2016-02-15 09:50:16,
653,2016-02-15 09:53:12,2016-02-17 20:55:06
654,2016-02-15 10:03:15,2016-02-15 15:36:54
655,2016-02-15 10:04:12,
656,2016-02-15 10:23:11,2016-02-15 15:33:33
657,2016-02-15 11:00:18,2016-02-17 20:56:27
658,2016-02-15 11:02:12,2016-02-16 20:36:43
659,2016-02-15 11:15:29,2016-02-15 15:48:35
660,2016-02-15 12:53:09,2016-02-15 15:57:56
661,2016-02-15 13:39:08,
662,2016-02-15 14:04:13,2016-02-24 00:04:43
663,2016-02-15 14:29:12,2016-02-15 16:13:13
664,2016-02-15 14:53:09,2016-02-15 18:01:48
665,2016-02-15 15:02:34,2016-02-16 11:01:35
666,2016-02-15 15:42:12,2016-02-15 20:36:16
667,2016-02-15 16:00:18,
668,2016-02-15 16:04:12,2016-02-16 11:06:02
669,2016-02-15 16:04:17,2016-02-16 11:12:02
670,2016-02-15 16:07:14,
671,2016-02-15 16:35:13,2016-02-16 11:10:25
672,2016-02-15 16:38:11,2016-02-15 20:39:24
673,2016-02-15 17:08:10,2016-02-16 09:02:34
674,2016-02-15 17:40:14,
675,2016-02-15 18:03:50,
676,2016-02-15 18:18:11,2016-02-16 09:05:51
677,2016-02-15 18:35:09,2016-02-16 14:18:07
678,2016-02-15 20:09:09,2016-02-16 14:58:10
679,2016-02-15 20:18:10,2016-02-16 14:35:15
680,2016-02-15 20:18:17,2016-02-16 15:09:56
681,2016-02-15 20:40:15,2016-03-03 20:39:40
682,2016-02-15 20:53:08,2016-02-16 11:28:00
683,2016-02-15 21:08:11,
684,2016-02-15 21:14:12,2016-02-16 09:37:29
685,2016-02-15 21:20:15,
686,2016-02-15 21:39:08,2016-02-16 19:08:02
687,2016-02-15 21:48:11,2016-02-16 14:56:20
688,2016-02-15 21:48:17,2016-02-16 16:09:30
689,2016-02-15 22:15:10,
690,2016-02-15 22:43:08,2016-02-16 16:06:54
691,2016-02-15 22:47:08,
692,2016-02-15 23:26:11,2016-02-19 17:00:22
693,2016-02-16 01:41:08,
694,2016-02-16 02:02:10,2016-02-16 17:19:09
695,2016-02-16 03:05:10,
696,2016-02-16 04:39:08,2016-02-17 20:59:52
697,2016-02-16 06:23:10,2016-02-16 09:17:01
698,2016-02-16 06:23:19,2016-02-16 09:28:10
699,2016-02-16 08:16:22,
700,2016-02-16 08:17:20,2016-02-16 18:32:31
701,2016-02-16 08:22:16,2016-02-16 10:03:13
702,2016-02-16 08:28:20,2016-02-17 21:15:56
703,2016-02-16 09:12:14,
704,2016-02-16 10:12:12,2016-02-16 14:25:26
705,2016-02-16 10:21:10,2016-02-16 18:34:46
706,2016-02-16 11:29:12,2016-02-16 18:37:25
707,2016-02-16 11:44:15,
708,2016-02-16 12:23:09,2016-02-16 19:10:08
709,2016-02-16 13:32:24,2016-02-16 18:50:12
710,2016-02-16 13:44:13,2016-02-16 19:01:48
711,2016-02-16 14:02:13,2016-02-16 18:55:36
712,2016-02-16 14:09:08,2016-02-17 12:05:37
713,2016-02-16 14:22:12,2016-02-16 18:54:19
714,2016-02-16 14:33:29,2016-02-16 18:57:23
715,2016-02-16 14:35:11,2016-02-16 19:04:31
716,2016-02-16 14:39:09,
717,2016-02-16 15:29:19,2016-02-16 18:47:47
718,2016-02-16 16:24:11,2016-02-17 16:56:33
719,2016-02-16 16:38:11,2016-02-16 20:39:07
720,2016-02-16 16:41:09,2016-02-18 19:16:12
721,2016-02-16 16:50:15,2016-02-16 20:42:05
722,2016-02-16 16:55:13,
723,2016-02-16 16:57:05,2016-02-17 11:39:00
724,2016-02-16 17:05:11,2016-02-17 11:25:49
725,2016-02-16 17:07:08,2016-02-17 11:41:17
726,2016-02-16 17:13:08,
727,2016-02-16 18:01:08,2016-02-17 10:54:49
728,2016-02-16 18:20:15,2016-02-17 11:43:41
729,2016-02-16 18:23:09,2016-02-17 11:44:54
730,2016-02-16 18:24:11,2016-02-17 12:03:40
731,2016-02-16 18:28:11,2016-02-17 21:02:36
732,2016-02-16 18:56:11,2016-02-17 21:00:41
733,2016-02-16 19:00:26,2016-02-17 11:50:30
734,2016-02-16 19:20:16,2016-02-17 10:56:52
735,2016-02-16 20:02:12,2016-02-17 10:58:36
736,2016-02-16 20:13:08,2016-02-17 21:01:44
737,2016-02-16 21:15:11,2016-02-17 11:00:47
738,2016-02-16 21:33:08,2016-02-17 11:03:38
739,2016-02-16 21:42:11,2016-02-17 11:51:20
740,2016-02-16 21:49:08,2016-02-17 11:54:32
741,2016-02-16 21:50:15,2016-02-17 11:06:35
742,2016-02-16 21:51:08,2016-02-17 11:09:09
743,2016-02-16 22:03:08,
744,2016-02-16 22:16:11,2016-02-17 11:15:03
745,2016-02-16 22:37:08,
746,2016-02-16 23:06:12,2016-02-17 11:24:37
747,2016-02-16 23:22:10,2016-02-17 12:07:31
748,2016-02-16 23:37:09,2016-02-17 11:21:45
749,2016-02-16 23:39:07,2016-02-17 11:25:09
750,2016-02-17 00:10:16,
751,2016-02-17 00:46:11,2016-02-17 11:11:00
752,2016-02-17 01:52:11,2016-02-17 11:12:25
753,2016-02-17 02:03:09,
754,2016-02-17 02:33:08,2016-02-17 12:17:04
755,2016-02-17 07:12:14,2016-02-17 18:39:09
756,2016-02-17 07:18:13,2016-02-17 18:49:15
757,2016-02-17 08:29:16,2016-02-17 18:51:49
758,2016-02-17 08:40:17,2016-02-17 18:56:50
759,2016-02-17 09:05:11,2016-02-17 18:53:21
760,2016-02-17 09:18:14,2016-02-17 18:58:39
761,2016-02-17 09:51:10,2016-02-17 19:12:40
762,2016-02-17 09:53:11,2016-02-17 19:14:46
763,2016-02-17 09:58:12,2016-02-18 17:34:39
764,2016-02-17 10:08:08,2016-02-17 19:00:48
765,2016-02-17 10:44:17,2016-02-17 19:30:25
766,2016-02-17 11:09:08,
767,2016-02-17 11:18:13,2016-02-17 19:33:05
768,2016-02-17 11:26:15,2016-02-17 19:35:05
769,2016-02-17 11:38:14,
770,2016-02-17 11:58:11,
771,2016-02-17 12:25:15,2016-02-17 19:37:42
772,2016-02-17 12:54:13,2016-02-17 19:39:20
773,2016-02-17 13:18:20,
774,2016-02-17 13:59:11,2016-02-18 17:37:45
775,2016-02-17 13:59:30,2016-02-17 19:48:12
776,2016-02-17 14:14:12,2016-02-17 20:02:36
777,2016-02-17 15:53:11,
778,2016-02-17 15:57:14,2016-02-17 20:47:27
779,2016-02-17 16:12:11,2016-02-18 12:16:49
780,2016-02-17 16:17:10,2016-02-17 20:24:47
781,2016-02-17 16:22:13,2016-02-18 15:49:00
782,2016-02-17 16:31:08,2016-02-18 12:25:35
783,2016-02-17 16:58:11,2016-02-18 12:41:21
784,2016-02-17 17:21:27,2016-02-18 12:30:47
785,2016-02-17 17:53:08,2016-02-18 13:00:04
786,2016-02-17 19:35:12,2016-02-18 13:07:34
787,2016-02-17 19:39:13,2016-02-18 13:32:45
788,2016-02-17 20:27:11,
789,2016-02-17 20:44:11,2016-02-18 13:34:38
790,2016-02-17 20:57:08,2016-02-18 13:36:36
791,2016-02-17 21:03:08,2016-02-18 13:39:11
792,2016-02-17 21:18:11,2016-02-18 14:33:58
793,2016-02-17 21:20:16,
794,2016-02-17 21:36:12,
795,2016-02-17 21:42:16,2016-02-18 14:57:21
796,2016-02-17 21:43:08,2016-02-18 14:31:39
797,2016-02-17 21:44:11,2016-02-18 13:46:51
798,2016-02-17 21:45:12,2016-02-18 14:12:05
799,2016-02-17 22:05:10,2016-02-18 14:35:12
800,2016-02-17 22:54:11,2016-02-18 15:46:38
801,2016-02-17 22:58:11,2016-02-18 16:03:52
802,2016-02-17 23:04:11,2016-02-18 16:32:58
803,2016-02-17 23:08:11,2016-02-18 16:37:26
804,2016-02-17 23:45:11,2016-02-19 14:04:20
805,2016-02-17 23:55:10,2016-02-18 15:08:23
806,2016-02-18 00:24:11,2016-02-18 15:04:15
807,2016-02-18 01:05:10,2016-02-18 15:30:54
808,2016-02-18 01:50:18,2016-02-19 11:31:17
809,2016-02-18 02:30:16,
810,2016-02-18 06:02:12,2016-02-18 15:33:26
811,2016-02-18 07:59:13,2016-02-18 16:47:19
812,2016-02-18 08:02:13,2016-02-18 17:00:15
813,2016-02-18 08:17:10,2016-02-19 10:07:04
814,2016-02-18 08:37:12,
815,2016-02-18 08:49:12,2016-02-18 18:05:44
816,2016-02-18 09:02:13,2016-02-19 11:29:14
817,2016-02-18 09:11:14,2016-02-18 18:36:38
818,2016-02-18 09:44:13,2016-02-18 18:54:09
819,2016-02-18 10:39:13,2016-02-18 19:08:41
820,2016-02-02 19:26:15,2016-02-03 09:17:58
821,2016-02-18 11:29:12,2016-02-18 16:50:48
822,2016-02-18 12:37:09,2016-02-19 17:28:01
823,2016-02-18 12:40:21,
824,2016-02-18 13:02:14,2016-02-18 19:10:47
825,2016-02-18 13:24:12,2016-02-18 19:23:10
826,2016-02-18 13:26:14,2016-02-18 19:25:37
827,2016-02-18 14:07:46,2016-02-18 17:15:22
828,2016-02-18 14:07:46,2016-02-18 17:15:22
829,2016-02-18 14:07:46,2016-02-18 17:15:22
830,2016-02-18 14:19:36,2016-02-18 19:28:44
831,2016-02-18 14:33:09,2016-02-19 10:13:53
832,2016-02-18 14:48:13,2016-02-19 10:16:06
833,2016-02-18 14:57:13,2016-02-19 10:53:02
834,2016-02-18 14:58:15,2016-02-19 10:22:52
835,2016-02-18 16:38:13,2016-02-19 10:51:50
836,2016-02-18 17:06:17,2016-02-19 10:56:08
837,2016-02-18 17:15:16,
838,2016-02-18 17:19:09,2016-02-19 12:07:38
839,2016-02-18 17:26:13,2016-02-19 12:36:01
840,2016-02-18 17:29:09,2016-02-19 12:47:53
841,2016-02-18 17:49:12,2016-02-19 12:14:04
842,2016-02-18 18:26:12,2016-02-19 12:51:44
843,2016-02-18 18:26:23,2016-02-19 12:57:14
844,2016-02-18 18:28:11,
845,2016-02-18 18:55:11,2016-02-19 12:50:36
846,2016-02-18 20:18:11,2016-02-19 13:24:12
847,2016-02-18 20:20:15,2016-02-19 13:26:40
848,2016-02-18 20:33:09,2016-02-19 14:31:14
849,2016-02-18 21:06:11,2016-02-19 14:05:07
850,2016-02-18 21:12:11,2016-02-19 13:32:14
851,2016-02-18 21:16:11,
852,2016-02-18 21:21:09,2016-02-19 13:36:34
853,2016-02-18 22:06:11,2016-02-19 13:06:28
854,2016-02-18 22:17:08,2016-02-19 13:42:24
855,2016-02-18 22:18:11,2016-02-19 13:39:58
856,2016-02-18 22:22:11,2016-02-19 14:33:49
857,2016-02-18 22:31:08,2016-02-19 14:36:59
858,2016-02-18 22:47:07,2016-02-19 16:35:57
859,2016-02-18 23:31:10,2016-02-19 14:54:38
860,2016-02-18 23:48:10,2016-02-19 23:05:01
861,2016-02-19 00:29:08,2016-02-19 15:08:15
862,2016-02-19 01:00:16,2016-02-19 15:14:19
863,2016-02-19 02:37:08,2016-02-19 15:17:14
864,2016-02-19 03:00:16,
865,2016-02-19 06:40:15,2016-02-19 16:21:41
866,2016-02-19 08:29:09,2016-02-19 15:27:43
867,2016-02-19 08:34:13,2016-02-19 15:29:00
868,2016-02-19 09:06:52,2016-02-20 11:30:02
869,2016-02-01 15:19:49,2016-02-02 08:12:53
870,2016-02-19 11:00:22,2016-02-19 19:07:19
871,2016-02-19 11:50:18,2016-02-19 17:28:59
872,2016-02-19 12:14:11,2016-02-19 15:39:16
873,2016-02-19 12:18:19,2016-02-20 13:12:51
874,2016-02-19 12:37:09,2016-02-19 15:40:31
875,2016-02-19 13:55:14,2016-02-19 17:33:08
876,2016-02-19 14:52:29,2016-02-20 13:21:34
877,2016-02-19 15:01:13,2016-02-19 17:35:55
878,2016-02-19 15:06:15,2016-02-20 13:17:12
879,2016-02-19 15:37:13,2016-02-20 13:09:11
880,2016-02-19 15:44:13,2016-02-24 12:03:51
881,2016-02-19 16:14:13,2016-02-27 13:05:13
882,2016-02-19 16:24:17,2016-02-20 13:53:48
883,2016-02-19 16:48:16,
884,2016-02-19 19:28:11,2016-02-20 11:03:16
885,2016-02-19 19:29:08,
886,2016-02-19 19:32:18,2016-02-20 11:14:41
887,2016-02-19 19:44:10,2016-02-20 11:15:39
888,2016-02-19 20:39:08,2016-02-20 12:11:03
889,2016-02-19 21:45:11,2016-02-20 12:13:52
890,2016-02-19 21:45:18,2016-02-20 12:15:52
891,2016-02-19 22:00:17,2016-02-20 12:32:40
892,2016-02-19 23:10:15,2016-02-21 17:43:35
893,2016-02-20 00:19:08,
894,2016-02-20 00:29:08,2016-02-20 13:04:09
895,2016-02-20 00:37:08,2016-02-20 13:23:51
896,2016-02-20 00:51:09,2016-02-20 13:26:50
897,2016-02-20 01:13:08,2016-02-20 13:32:20
898,2016-02-20 05:31:08,2016-02-20 13:37:40
899,2016-02-20 08:02:11,
900,2016-02-20 08:26:15,2016-02-22 18:05:37
901,2016-02-20 08:39:12,2016-02-20 13:51:03
902,2016-02-20 08:52:16,
903,2016-02-20 08:54:11,2016-02-21 15:46:18
904,2016-02-20 09:10:18,2016-02-21 15:38:04
905,2016-02-20 10:26:13,2016-02-21 15:50:51
906,2016-02-20 10:30:16,2016-02-21 15:53:39
907,2016-02-20 12:15:12,2016-02-22 10:44:39
908,2016-02-20 14:04:15,2016-02-23 13:46:45
909,2016-02-20 14:20:16,2016-02-20 20:52:31
910,2016-02-20 14:30:19,2016-02-22 14:21:55
911,2016-02-20 14:36:15,2016-02-25 11:10:10
912,2016-02-20 15:06:11,2016-02-22 15:27:49
913,2016-02-20 15:10:15,
914,2016-02-20 15:30:27,
915,2016-02-20 17:01:09,2016-02-23 13:48:41
916,2016-02-20 18:03:08,2016-02-23 13:58:52
917,2016-02-20 18:19:10,2016-02-21 16:08:45
918,2016-02-20 18:37:08,2016-02-21 16:04:54
919,2016-02-20 19:37:08,2016-02-22 13:55:17
920,2016-02-20 19:47:08,2016-02-24 13:01:40
921,2016-02-20 19:58:11,2016-02-22 13:38:09
922,2016-02-20 20:38:10,
923,2016-02-20 21:05:10,2016-02-22 13:49:07
924,2016-02-20 21:15:12,2016-02-21 16:13:12
925,2016-02-20 21:15:12,2016-02-21 16:13:12
926,2016-02-20 21:20:15,2016-02-22 13:59:52
927,2016-02-20 21:27:09,2016-02-21 16:26:13
928,2016-02-20 21:35:10,2016-02-21 16:39:52
929,2016-02-20 22:04:11,2016-02-24 12:12:39
930,2016-02-20 22:47:09,2016-02-26 15:37:34
931,2016-02-20 23:16:10,2016-02-22 10:22:02
932,2016-02-20 23:58:11,2016-02-22 13:46:33
933,2016-02-21 00:07:08,2016-02-21 17:15:23
934,2016-02-21 00:17:08,2016-02-21 16:55:05
935,2016-02-21 00:17:15,2016-02-21 16:59:01
936,2016-02-21 01:42:12,2016-03-03 20:59:21
937,2016-02-21 04:46:11,2016-02-22 13:54:37
938,2016-02-21 07:48:10,2016-02-25 10:49:21
939,2016-02-21 09:48:11,
940,2016-02-21 09:57:09,2016-02-21 17:25:20
941,2016-02-21 10:12:11,2016-02-22 14:22:41
942,2016-02-21 10:15:12,2016-02-22 18:03:36
943,2016-02-21 10:31:08,2016-02-22 13:21:31
944,2016-02-21 10:40:13,2016-02-24 12:27:48
945,2016-02-21 10:55:09,2016-02-22 14:59:10
946,2016-02-21 11:14:11,2016-02-25 10:58:13
947,2016-02-21 12:09:45,2016-02-25 11:00:42
948,2016-02-21 12:45:12,2016-02-22 13:56:06
949,2016-02-21 13:38:10,2016-02-25 13:14:19
950,2016-02-21 13:47:08,2016-02-22 15:29:27
951,2016-02-21 14:04:10,2016-02-23 14:01:07
952,2016-02-21 14:40:14,2016-02-22 15:38:56
953,2016-02-21 15:19:42,2016-02-22 15:46:22
954,2016-02-21 16:02:11,2016-02-22 15:49:33
955,2016-02-21 16:34:11,2016-02-25 11:33:46
956,2016-02-21 16:53:08,
957,2016-02-21 16:58:13,2016-02-23 14:05:28
958,2016-02-21 17:05:11,2016-02-23 13:41:43
959,2016-02-21 17:20:15,2016-02-24 14:17:25
960,2016-02-21 17:26:11,2016-02-23 15:04:18
961,2016-02-21 18:15:11,2016-02-25 12:02:39
962,2016-02-21 18:32:11,2016-02-23 15:07:38
963,2016-02-21 19:39:08,
964,2016-02-21 20:24:10,
965,2016-02-21 20:55:10,2016-02-23 15:30:46
966,2016-02-21 21:23:09,2016-02-23 15:19:57
967,2016-02-21 21:39:07,2016-02-22 16:19:43
968,2016-02-21 21:39:07,2016-02-22 16:19:43
969,2016-02-21 21:53:08,2016-02-22 17:42:27
970,2016-02-21 22:05:11,2016-02-22 17:46:20
971,2016-02-21 22:10:13,2016-02-23 15:55:26
972,2016-02-21 22:41:08,2016-02-22 17:48:05
973,2016-02-21 22:44:10,2016-02-23 18:45:50
974,2016-02-21 23:12:11,2016-02-23 18:52:23
975,2016-02-22 00:01:08,2016-02-22 17:50:34
976,2016-02-22 04:29:08,2016-02-23 17:03:54
977,2016-02-22 05:37:10,
978,2016-02-22 06:12:12,2016-02-23 18:38:57
979,2016-02-22 07:40:14,2016-02-22 11:02:53
980,2016-02-22 07:49:09,2016-02-22 19:17:11
981,2016-02-22 08:17:11,2016-02-22 11:07:20
982,2016-02-22 08:26:12,2016-02-23 18:57:45
983,2016-02-19 19:44:10,2016-02-20 11:15:39
984,2016-02-22 08:39:08,2016-02-24 16:16:22
985,2016-02-22 08:40:14,2016-02-25 12:20:47
986,2016-02-22 08:44:14,
987,2016-02-22 08:49:08,2016-02-23 19:11:21
988,2016-02-22 09:21:22,2016-02-23 19:22:30
989,2016-02-22 09:42:13,2016-02-24 14:20:46
990,2016-02-22 10:02:18,2016-02-22 18:00:04
991,2016-02-22 10:45:13,2016-02-23 19:32:23
992,2016-02-22 11:02:15,
993,2016-02-22 11:10:40,2016-02-22 18:02:40
994,2016-02-22 11:16:14,2016-02-22 14:01:58
995,2016-02-22 11:18:16,
996,2016-02-22 11:42:13,2016-02-23 17:14:53
997,2016-02-22 11:47:28,2016-02-24 08:00:02
998,2016-02-22 12:07:11,2016-02-26 14:16:17
999,2016-02-22 12:18:15,2016-02-25 15:15:30
1000,2016-02-22 13:15:29,2016-02-23 20:06:24
1001,2016-02-22 13:19:09,2016-02-24 14:35:13
1002,2016-02-22 14:37:58,2016-02-23 19:58:38
1003,2016-02-22 14:38:05,2016-02-23 20:09:01
1004,2016-02-22 14:38:11,2016-02-23 20:13:31
1005,2016-02-22 14:38:17,2016-02-23 21:05:34
1006,2016-02-22 14:38:23,2016-02-25 21:23:58
1007,2016-02-22 14:48:03,
1008,2016-02-22 15:39:26,2016-02-23 13:34:34
1009,2016-02-22 15:45:12,2016-02-23 20:21:19
1010,2016-02-22 15:46:33,2016-02-23 15:09:58
1011,2016-02-22 16:06:21,2016-02-24 14:37:35
1012,2016-02-22 16:09:10,2016-02-23 20:44:53
1013,2016-02-22 16:38:26,2016-02-23 20:17:04
1014,2016-02-22 16:54:12,2016-02-23 17:41:07
1015,2016-02-22 17:01:18,2016-02-24 14:50:27
1016,2016-02-22 17:04:13,2016-02-23 15:12:02
1017,2016-02-22 17:04:13,2016-02-23 15:12:02
1018,2016-02-22 17:55:10,2016-02-23 17:46:49
1019,2016-02-22 18:16:12,2016-02-23 17:45:15
1020,2016-02-22 18:23:13,2016-02-25 15:26:14
1021,2016-02-22 18:25:11,2016-02-23 17:50:47
1022,2016-02-22 06:12:12,2016-02-23 18:38:57
1023,2016-02-22 19:23:09,
1024,2016-02-22 19:34:13,2016-02-25 12:41:37
1025,2016-02-22 20:07:08,2016-02-23 14:58:27
1026,2016-02-22 20:54:11,2016-02-25 13:03:43
1027,2016-02-22 21:12:11,
1028,2016-02-22 21:43:08,2016-02-23 15:00:49
1029,2016-02-22 21:43:15,2016-02-23 16:37:14
1030,2016-02-22 22:20:13,2016-02-24 13:30:34
1031,2016-02-22 22:38:11,2016-02-26 18:24:04
1032,2016-02-22 22:47:08,2016-02-24 13:40:26
1033,2016-02-22 22:55:10,
1034,2016-02-22 23:04:10,2016-02-24 13:34:33
1035,2016-02-22 23:23:08,2016-02-23 20:58:17
1036,2016-02-22 23:35:10,2016-02-23 20:55:21
1037,2016-02-23 00:01:08,2016-02-23 12:28:44
1038,2016-02-23 00:21:08,2016-02-25 11:30:38
1039,2016-02-23 00:28:10,2016-02-24 13:42:29
1040,2016-02-23 08:20:18,2016-02-23 22:41:27
1041,2016-02-23 09:00:21,2016-02-23 21:14:23
1042,2016-02-23 09:02:32,2016-02-24 12:30:00
1043,2016-02-23 09:08:11,
1044,2016-02-23 09:31:15,2016-02-23 21:16:22
1045,2016-02-23 10:40:18,2016-02-23 21:32:20
1046,2016-02-23 10:45:23,2016-03-01 19:08:17
1047,2016-02-23 10:55:12,2016-02-23 21:34:17
1048,2016-02-23 11:09:18,2016-02-23 21:35:12
1049,2016-02-23 11:12:27,2016-02-24 19:27:59
1050,2016-02-23 12:03:10,2016-02-23 21:42:18
1051,2016-02-23 12:08:20,2016-02-23 16:57:52
1052,2016-02-23 12:34:14,2016-02-24 14:48:27
1053,2016-02-23 13:23:20,
1054,2016-02-23 13:37:28,2016-02-25 21:27:40
1055,2016-02-23 14:46:14,2016-02-23 21:45:53
