id,state_1,state_2
1056,2016-02-23 14:51:59,2016-02-24 14:52:34
1057,2016-02-23 15:34:15,2016-02-24 14:58:20
1058,2016-02-23 17:20:20,2016-02-25 12:35:45
1059,2016-02-22 21:12:11,
1060,2016-02-23 18:36:12,
1061,2016-02-23 18:37:09,2016-02-26 14:11:00
1062,2016-02-23 19:22:11,
1063,2016-02-23 19:25:12,2016-02-24 15:19:56
1064,2016-02-23 20:05:11,2016-04-20 20:27:57
1065,2016-02-23 20:08:11,2016-02-24 19:47:32
1066,2016-02-23 20:32:10,
1067,2016-02-23 20:49:08,2016-03-01 16:02:40
1068,2016-02-23 21:37:09,2016-02-24 19:44:27
1069,2016-02-23 21:58:10,2016-02-25 15:20:46
1070,2016-02-23 22:13:09,2016-02-24 18:02:19
1071,2016-02-23 22:27:21,
1072,2016-02-23 22:30:15,2016-02-24 19:46:09
1073,2016-02-23 22:30:22,2016-02-24 18:14:49
1074,2016-02-23 22:57:08,2016-02-24 18:26:57
1075,2016-02-23 22:58:11,2016-02-25 12:14:55
1076,2016-02-23 23:13:08,2016-02-24 16:10:47
1077,2016-02-24 06:51:09,
1078,2016-02-24 07:46:16,2016-02-24 18:22:01
1079,2016-02-24 08:39:29,2016-02-24 18:37:43
1080,2016-02-24 08:54:13,2016-02-24 18:27:00
1081,2016-02-24 08:56:13,2016-02-24 18:35:44
1082,2016-02-24 12:13:09,2016-02-24 18:50:51
1083,2016-02-24 12:40:23,2016-02-24 18:56:50
1084,2016-02-24 12:54:59,2016-02-27 13:27:48
1085,2016-02-24 13:08:16,2016-02-24 19:10:51
1086,2016-02-24 13:47:12,2016-02-25 15:39:47
1087,2016-02-24 13:55:22,
1088,2016-02-24 13:55:23,2016-02-24 20:54:15
1089,2016-02-24 14:18:11,2016-02-24 19:11:55
1090,2016-02-24 14:34:12,2016-02-25 15:41:03
1091,2016-02-24 14:46:16,
1092,2016-02-24 15:21:09,2016-02-26 16:31:46
1093,2016-02-24 15:23:11,2016-02-26 18:58:55
1094,2016-02-24 15:33:14,2016-03-01 18:52:47
1095,2016-02-24 16:00:17,
1096,2016-02-24 16:15:12,2016-02-25 15:50:19
1097,2016-02-24 16:42:12,
1098,2016-02-24 16:51:10,2016-03-01 08:16:13
1099,2016-02-24 16:59:12,2016-02-25 15:53:22
1100,2016-02-24 17:13:10,2016-02-25 16:07:44
1101,2016-02-24 17:53:09,2016-02-26 14:22:27
1102,2016-02-24 18:06:12,2016-02-26 14:19:06
1103,2016-02-24 18:07:10,2016-02-25 16:12:01
1104,2016-02-24 18:21:09,2016-02-25 16:28:15
1105,2016-02-24 18:23:09,2016-03-01 08:42:53
1106,2016-02-24 18:27:12,2016-02-25 16:38:03
1107,2016-02-24 18:28:12,2016-02-26 16:57:51
1108,2016-02-24 18:35:14,
1109,2016-02-24 19:36:12,2016-02-25 16:47:19
1110,2016-02-24 19:36:18,2016-02-25 16:51:00
1111,2016-02-24 21:53:09,2016-02-25 16:56:44
1112,2016-02-24 22:26:12,2016-02-26 16:25:58
1113,2016-02-24 22:27:10,2016-02-25 17:32:22
1114,2016-02-24 22:40:14,2016-02-25 17:16:38
1115,2016-02-24 22:58:12,2016-02-25 17:36:14
1116,2016-02-24 23:05:10,2016-02-25 17:41:42
1117,2016-02-24 23:05:16,2016-02-26 16:24:20
1118,2016-02-24 23:15:10,2016-02-25 18:16:40
1119,2016-02-25 00:19:08,2016-03-03 15:18:59
1120,2016-02-25 00:54:10,2016-02-26 18:20:52
1121,2016-02-25 01:53:08,2016-02-26 18:22:54
1122,2016-02-25 02:32:11,2016-02-26 14:32:47
1123,2016-02-25 07:51:08,2016-02-25 19:45:22
1124,2016-02-25 07:51:08,2016-02-25 19:45:22
1125,2016-02-25 08:12:12,2016-02-25 19:42:38
1126,2016-02-25 08:44:27,2016-03-02 11:43:16
1127,2016-02-25 08:56:23,2016-02-26 18:25:06
1128,2016-02-25 10:09:10,2016-02-25 19:48:23
1129,2016-02-25 10:20:12,
1130,2016-02-25 11:51:09,2016-02-26 14:50:14
1131,2016-02-25 11:55:11,2016-02-26 18:30:40
1132,2016-02-25 12:03:09,2016-02-25 19:47:28
1133,2016-02-25 12:59:21,
1134,2016-02-25 13:24:10,2016-03-02 11:20:21
1135,2016-02-25 14:11:09,2016-02-26 18:35:06
1136,2016-02-25 14:12:13,2016-02-26 18:37:59
1137,2016-02-25 14:39:09,2016-03-03 15:02:22
1138,2016-02-25 14:43:42,2016-02-26 14:53:42
1139,2016-02-25 15:11:09,2016-02-26 14:52:21
1140,2016-02-25 16:07:08,
1141,2016-02-25 16:14:11,2016-02-27 02:37:00
1142,2016-02-25 16:58:11,2016-02-26 14:56:03
1143,2016-02-25 17:06:11,2016-02-26 18:42:37
1144,2016-02-25 18:17:08,2016-02-26 18:44:46
1145,2016-02-25 19:26:10,
1146,2016-02-25 20:39:07,
1147,2016-02-25 21:03:08,2016-03-17 14:11:26
1148,2016-02-25 21:48:11,
1149,2016-02-25 22:18:10,2016-02-26 16:20:34
1150,2016-02-25 22:28:11,2016-02-26 14:17:33
1151,2016-02-25 23:35:09,2016-02-26 16:19:14
1152,2016-02-26 07:51:09,2016-02-26 18:17:52
1153,2016-02-26 07:52:11,2016-02-26 14:27:40
1154,2016-02-26 08:31:08,2016-02-26 18:18:59
1155,2016-02-26 09:23:08,2016-02-26 14:31:03
1156,2016-02-26 12:09:08,
1157,2016-02-26 12:49:08,
1158,2016-02-26 13:28:11,
1159,2016-02-26 16:39:08,
1160,2016-02-26 17:10:14,2016-02-29 12:14:14
1161,2016-02-26 17:26:10,
1162,2016-02-26 17:55:10,
1163,2016-02-26 18:00:15,
1164,2016-02-26 18:59:09,2016-02-28 15:33:38
1165,2016-02-26 20:24:12,2016-03-02 16:04:23
1166,2016-02-26 20:58:12,2016-02-29 12:16:45
1167,2016-02-26 21:20:15,
1168,2016-02-26 22:12:10,
1169,2016-02-26 23:54:11,
1170,2016-02-27 00:08:11,
1171,2016-02-27 08:20:15,
1172,2016-02-27 08:25:10,
1173,2016-02-27 09:08:10,
1174,2016-02-27 09:56:10,
1175,2016-02-27 10:02:11,2016-02-27 13:04:02
1176,2016-02-27 10:16:10,
1177,2016-02-27 12:40:14,2016-02-28 01:03:48
1178,2016-02-27 12:50:14,2016-02-28 01:06:02
1179,2016-02-27 13:54:11,2016-02-28 01:07:51
1180,2016-02-27 14:20:15,2016-02-28 01:13:50
1181,2016-02-27 14:46:11,2016-02-28 15:42:12
1182,2016-02-27 17:27:08,2016-02-29 12:19:47
1183,2016-02-27 17:52:10,2016-02-28 15:45:28
1184,2016-02-27 21:11:08,2016-02-29 12:21:23
1185,2016-02-27 21:43:08,2016-02-29 12:24:17
1186,2016-02-27 22:06:10,2016-02-28 16:35:26
1187,2016-02-27 22:19:08,2016-02-28 16:37:20
1188,2016-02-27 22:31:08,2016-02-28 17:33:40
1189,2016-02-27 23:15:11,2016-02-28 16:55:39
1190,2016-02-27 23:15:11,2016-02-28 16:55:39
1191,2016-02-27 23:52:11,2016-02-28 17:48:46
1192,2016-02-28 00:36:11,2016-02-28 17:54:38
1193,2016-02-28 03:01:07,2016-02-28 18:01:40
1194,2016-02-28 06:05:10,2016-02-28 18:49:13
1195,2016-02-28 08:19:08,2016-03-03 20:45:02
1196,2016-02-28 08:21:08,2016-03-01 18:59:33
1197,2016-02-28 08:28:10,2016-02-29 12:43:18
1198,2016-02-28 09:30:16,2016-02-29 17:27:23
1199,2016-02-28 09:30:22,2016-03-01 12:44:55
1200,2016-02-28 09:30:28,
1201,2016-02-28 09:41:08,
1202,2016-02-28 11:28:10,2016-02-29 17:36:27
1203,2016-02-28 11:36:11,
1204,2016-02-28 11:42:11,2016-02-29 17:40:52
1205,2016-02-28 12:02:11,
1206,2016-02-28 12:10:14,
1207,2016-02-28 13:33:08,2016-02-29 17:43:16
1208,2016-02-28 13:40:15,
1209,2016-02-28 14:04:14,
1210,2016-02-28 14:07:08,2016-03-01 20:21:28
1211,2016-02-28 14:38:11,
1212,2016-02-28 14:38:17,2016-03-01 17:02:11
1213,2016-02-28 14:42:11,2016-03-01 17:31:51
1214,2016-02-28 15:20:14,
1215,2016-02-28 15:20:20,2016-03-01 17:42:43
1216,2016-02-28 15:23:08,2016-03-03 13:40:20
1217,2016-02-28 15:53:09,2016-03-01 17:51:48
1218,2016-02-28 16:17:09,2016-03-01 19:04:10
1219,2016-02-28 16:32:11,2016-03-01 18:38:27
1220,2016-02-28 16:56:11,2016-03-01 18:11:11
1221,2016-02-28 17:15:10,2016-03-01 18:51:33
1222,2016-02-28 17:33:08,2016-03-01 19:41:50
1223,2016-02-28 17:38:11,2016-02-29 17:54:49
1224,2016-02-28 17:42:11,
1225,2016-02-28 18:18:11,2016-02-29 18:01:07
1226,2016-02-28 18:34:11,2016-02-29 18:06:16
1227,2016-02-28 18:49:30,2016-02-29 18:04:30
1228,2016-02-28 19:27:08,2016-03-01 18:13:24
1229,2016-02-28 20:20:14,2016-02-29 18:07:40
1230,2016-02-28 20:46:11,2016-02-29 18:09:11
1231,2016-02-28 20:59:08,2016-02-29 18:12:12
1232,2016-02-28 21:39:23,2016-03-02 10:51:31
1233,2016-02-28 22:20:14,2016-03-02 11:04:16
1234,2016-02-28 22:54:11,
1235,2016-02-28 22:58:10,2016-03-01 12:48:06
1236,2016-02-28 23:43:08,2016-02-29 18:23:29
1237,2016-02-29 09:10:15,2016-02-29 17:09:18
1238,2016-02-29 11:08:11,2016-02-29 17:12:45
1239,2016-02-29 12:01:09,2016-02-29 18:03:19
1240,2016-02-29 12:09:08,2016-02-29 17:16:28
1241,2016-02-29 12:18:11,
1242,2016-02-29 12:35:10,2016-02-29 17:14:57
1243,2016-02-29 12:49:08,2016-02-29 17:17:31
1244,2016-02-29 12:49:15,2016-02-29 17:19:02
1245,2016-02-29 14:30:15,2016-02-29 17:21:42
1246,2016-02-29 15:02:10,2016-03-01 14:14:41
1247,2016-02-29 15:48:11,2016-03-01 16:32:42
1248,2016-02-29 16:05:10,2016-02-29 17:25:56
1249,2016-02-29 16:16:11,2016-03-01 16:50:42
1250,2016-02-29 18:41:08,2016-03-01 16:53:42
1251,2016-02-29 22:15:10,2016-03-01 17:40:47
1252,2016-02-29 23:02:11,2016-03-01 17:44:31
1253,2016-02-29 23:33:08,2016-03-01 17:46:04
1254,2016-03-01 00:05:10,2016-03-01 18:09:05
1255,2016-03-01 06:36:10,2016-03-02 11:07:03
1256,2016-03-01 08:48:11,2016-03-01 18:30:28
1257,2016-03-01 09:25:10,2016-03-02 17:34:08
1258,2016-03-01 10:43:08,2016-03-01 18:15:52
1259,2016-03-01 11:05:10,2016-03-02 11:23:55
1260,2016-03-01 12:16:11,
1261,2016-03-01 12:41:08,2016-03-07 09:43:20
1262,2016-03-01 12:58:11,2016-03-01 18:20:40
1263,2016-03-01 13:48:11,
1264,2016-03-01 14:36:12,2016-03-02 11:42:10
1265,2016-03-01 16:30:15,2016-03-02 16:07:18
1266,2016-03-01 16:32:10,2016-03-02 13:43:14
1267,2016-03-01 17:10:16,2016-03-02 11:45:46
1268,2016-02-28 22:58:10,2016-03-01 12:48:06
1269,2016-03-01 20:39:08,2016-03-02 17:02:40
1270,2016-03-01 21:01:08,2016-03-02 17:02:57
1271,2016-03-01 21:21:07,2016-03-03 13:56:02
1272,2016-03-01 21:21:13,2016-03-03 19:01:19
1273,2016-03-01 21:25:09,2016-03-02 17:08:50
1274,2016-03-01 21:25:16,
1275,2016-03-01 21:32:11,2016-03-02 17:23:23
1276,2016-03-01 22:01:08,2016-03-02 17:17:08
1277,2016-03-01 23:00:15,2016-03-03 20:56:16
1278,2016-03-01 23:24:10,2016-03-02 17:33:10
1279,2016-03-02 06:24:11,2016-03-02 17:43:18
1280,2016-03-02 06:59:10,2016-03-02 16:16:05
1281,2016-03-02 08:13:09,
1282,2016-03-02 08:49:08,2016-03-02 17:39:26
1283,2016-03-02 09:04:11,2016-03-03 20:47:22
1284,2016-03-02 09:30:16,
1285,2016-03-02 09:58:11,2016-03-03 19:22:09
1286,2016-03-02 10:45:11,2016-03-02 17:51:28
1287,2016-03-02 11:20:14,2016-03-03 20:48:57
1288,2016-03-02 11:37:09,
1289,2016-03-02 11:50:15,2016-03-03 20:50:02
1290,2016-03-02 12:10:14,2016-03-02 17:56:27
1291,2016-03-02 12:38:11,2016-03-02 17:57:38
1292,2016-03-02 13:03:09,2016-03-02 17:59:59
1293,2016-03-02 13:46:12,2016-03-02 18:10:53
1294,2016-03-02 14:05:10,2016-03-02 17:53:44
1295,2016-03-02 14:17:08,2016-03-02 19:06:29
1296,2016-03-02 16:35:10,2016-03-03 19:22:27
1297,2016-03-02 16:55:10,2016-03-02 18:02:51
1298,2016-03-02 17:00:16,2016-03-03 14:04:05
1299,2016-03-02 17:59:08,2016-03-03 14:25:14
1300,2016-03-02 18:03:09,2016-03-03 18:51:56
1301,2016-03-02 18:19:08,2016-03-03 14:38:10
1302,2016-03-02 18:58:11,2016-03-03 14:41:04
1303,2016-03-02 19:20:14,2016-03-03 14:57:37
1304,2016-03-02 20:46:10,2016-03-03 15:33:31
1305,2016-03-02 21:07:08,2016-03-03 15:54:55
1306,2016-03-02 21:26:11,2016-03-03 15:39:25
1307,2016-03-02 21:58:11,2016-03-03 15:56:55
1308,2016-03-02 23:08:11,2016-03-03 18:51:40
1309,2016-03-03 01:18:11,2016-03-03 18:51:58
1310,2016-03-03 03:01:09,2016-03-09 15:26:41
1311,2016-03-03 09:05:09,2016-03-06 12:42:35
1312,2016-03-03 09:26:11,
1313,2016-03-03 10:05:11,2016-03-06 11:48:00
1314,2016-03-03 10:11:09,2016-03-03 19:25:31
1315,2016-03-03 10:58:12,2016-03-04 12:23:47
1316,2016-03-03 11:22:11,2016-03-03 19:28:26
1317,2016-03-03 11:24:12,2016-03-03 20:25:54
1318,2016-03-03 12:28:10,2016-03-03 19:32:14
1319,2016-03-03 12:50:14,2016-03-04 12:26:54
1320,2016-03-03 13:29:09,2016-03-03 19:33:38
1321,2016-03-03 13:47:09,2016-03-07 15:35:50
1322,2016-03-03 14:27:08,
1323,2016-03-03 16:27:08,2016-03-11 09:30:58
1324,2016-03-03 16:55:10,2016-03-04 12:30:49
1325,2016-03-03 16:59:08,2016-03-04 12:35:16
1326,2016-03-03 18:11:08,2016-03-03 21:16:46
1327,2016-03-03 18:52:50,2016-03-04 12:36:29
1328,2016-03-03 21:40:14,2016-03-04 12:42:42
1329,2016-03-03 21:47:08,2016-03-04 12:48:11
1330,2016-03-03 22:16:11,2016-03-04 12:44:32
1331,2016-03-03 22:20:14,2016-03-04 12:47:46
1332,2016-03-04 08:57:08,2016-03-04 12:51:01
1333,2016-03-04 09:14:10,2016-03-04 12:53:20
1334,2016-03-04 09:52:11,2016-03-07 09:57:24
1335,2016-03-04 10:08:12,
1336,2016-03-04 11:34:04,2016-03-04 13:32:16
1337,2016-03-04 13:11:45,2016-03-16 19:23:12
1338,2016-03-04 13:31:08,
1339,2016-03-04 14:43:09,2016-03-09 13:42:53
1340,2016-03-04 15:48:11,2016-03-07 22:12:31
1341,2016-03-04 16:18:11,2016-03-10 14:19:10
1342,2016-03-04 16:28:11,
1343,2016-03-04 17:46:05,2016-04-23 10:48:30
1344,2016-03-04 18:19:09,
1345,2016-03-04 18:49:08,
1346,2016-03-04 20:37:05,2016-03-07 11:00:23
1347,2016-03-04 21:07:08,2016-03-07 11:02:52
1348,2016-03-04 21:19:08,2016-03-07 11:06:31
1349,2016-03-04 21:42:10,
1350,2016-03-04 23:56:11,2016-03-07 11:11:41
1351,2016-03-05 07:47:08,
1352,2016-03-05 10:33:08,2016-03-07 11:20:51
1353,2016-03-05 11:59:08,2016-03-07 11:31:47
1354,2016-03-05 13:12:11,2016-03-09 12:42:33
1355,2016-03-05 14:07:09,2016-03-09 13:06:49
1356,2016-03-05 14:48:11,2016-03-07 15:06:22
1357,2016-03-05 15:22:11,2016-03-09 13:39:09
1358,2016-03-05 15:52:11,2016-03-07 15:07:32
1359,2016-03-05 16:00:15,2016-03-07 15:09:51
1360,2016-03-05 17:14:11,2016-03-07 15:51:01
1361,2016-03-05 19:30:15,2016-03-09 13:44:26
1362,2016-03-05 21:01:08,
1363,2016-03-06 07:34:10,2016-03-07 15:44:04
1364,2016-03-06 08:42:10,2016-03-07 12:00:03
1365,2016-03-06 11:06:11,2016-03-09 12:40:44
1366,2016-03-06 11:18:11,2016-03-07 11:18:46
1367,2016-03-06 12:08:10,2016-03-07 11:35:32
1368,2016-03-06 16:57:08,2016-03-07 14:12:33
1369,2016-03-06 20:24:08,2016-03-09 12:42:05
1370,2016-03-06 20:36:12,2016-03-07 14:57:36
1371,2016-03-06 21:34:10,2016-03-07 14:01:33
1372,2016-03-06 21:38:11,2016-03-07 15:04:21
1373,2016-03-06 21:54:10,2016-03-07 17:43:43
1374,2016-03-06 22:24:11,2016-03-07 17:45:32
1375,2016-03-06 23:06:11,2016-03-09 20:51:50
1376,2016-03-06 23:23:10,
1377,2016-03-07 01:04:11,2016-03-07 17:54:25
1378,2016-03-07 02:06:11,2016-03-09 13:49:54
1379,2016-03-07 06:05:10,2016-03-07 18:01:04
1380,2016-03-07 08:32:11,2016-03-07 18:29:50
1381,2016-03-07 09:19:06,2016-03-07 18:31:02
1382,2016-03-07 09:40:14,
1383,2016-03-07 12:22:11,
1384,2016-03-07 12:44:31,2016-03-22 13:21:47
1385,2016-03-07 13:00:16,2016-03-09 20:51:44
1386,2016-03-07 13:17:09,2016-03-07 18:34:07
1387,2016-03-07 16:09:08,2016-03-07 22:09:56
1388,2016-03-07 17:10:15,2016-03-09 14:01:07
1389,2016-03-07 17:34:10,2016-03-10 16:08:53
1390,2016-03-07 18:53:08,2016-03-07 22:12:17
1391,2016-02-16 02:02:10,2016-02-16 17:19:09
1392,2016-03-07 19:31:10,2016-03-07 22:15:09
1393,2016-03-07 19:33:09,2016-03-09 14:07:59
1394,2016-03-07 20:00:15,2016-03-10 09:57:00
1395,2016-03-07 20:18:11,2016-03-09 14:11:07
1396,2016-03-07 20:50:14,2016-03-07 22:16:19
1397,2016-03-07 21:12:12,2016-03-07 22:39:52
1398,2016-03-07 21:24:11,2016-03-07 22:20:59
1399,2016-03-07 21:25:10,2016-03-09 14:15:55
1400,2016-03-07 21:25:16,2016-03-08 09:34:39
1401,2016-03-07 21:40:15,2016-03-09 14:43:58
1402,2016-03-07 21:25:16,2016-03-08 09:34:39
1403,2016-03-07 21:52:10,2016-03-10 16:57:27
1404,2016-03-07 22:38:11,
1405,2016-03-07 22:38:16,2016-03-10 20:36:31
1406,2016-03-07 22:50:15,2016-03-09 15:05:54
1407,2016-03-07 23:11:09,2016-03-10 23:33:31
1408,2016-03-07 23:54:10,2016-03-09 15:13:30
1409,2016-03-08 00:00:15,2016-03-09 15:26:09
1410,2016-03-08 00:12:10,2016-03-10 21:45:54
1411,2016-03-08 00:41:08,2016-03-10 22:09:30
1412,2016-03-08 01:14:10,
1413,2016-03-08 01:14:17,2016-03-09 15:35:13
1414,2016-03-08 03:30:16,2016-03-11 00:13:31
1415,2016-03-08 05:47:07,2016-03-09 17:19:14
1416,2016-03-08 05:48:11,2016-03-09 16:30:59
1417,2016-03-08 06:21:08,2016-03-09 17:32:49
1418,2016-03-08 07:45:12,2016-03-09 20:40:53
1419,2016-03-08 07:48:11,2016-03-09 17:38:49
1420,2016-03-08 08:47:08,2016-03-09 20:45:00
1421,2016-03-08 08:59:08,2016-03-09 19:09:46
1422,2016-03-08 09:04:11,2016-03-09 19:15:51
1423,2016-03-08 09:24:11,2016-03-09 21:03:47
1424,2016-03-08 10:06:11,2016-03-09 20:54:51
1425,2016-03-08 11:34:11,2016-03-09 20:57:43
1426,2016-03-08 11:51:08,2016-03-09 21:08:19
1427,2016-03-08 12:00:17,2016-03-09 12:51:55
1428,2016-03-08 12:15:11,2016-03-10 23:35:11
1429,2016-03-08 12:16:11,2016-03-09 19:30:42
1430,2016-03-08 12:17:08,2016-03-09 19:33:57
1431,2016-03-08 12:27:10,2016-03-09 21:09:47
1432,2016-03-08 12:29:08,2016-03-11 00:50:37
1433,2016-03-08 12:33:10,2016-03-09 20:18:08
1434,2016-03-08 12:51:08,2016-03-09 19:35:33
1435,2016-03-08 12:59:08,2016-03-09 19:38:14
1436,2016-03-08 13:03:09,2016-03-09 19:40:05
1437,2016-03-08 14:07:09,
1438,2016-03-08 14:18:11,2016-03-09 19:50:38
1439,2016-03-08 14:20:15,2016-03-09 17:46:30
1440,2016-03-08 14:56:12,2016-03-09 17:51:44
1441,2016-03-08 15:12:11,2016-03-09 17:56:48
1442,2016-03-08 15:14:11,2016-03-13 17:58:45
1443,2016-03-08 15:31:09,2016-03-09 18:07:31
1444,2016-03-08 15:42:10,2016-03-09 18:29:29
1445,2016-03-08 16:03:08,2016-03-09 18:09:27
1446,2016-03-08 17:11:08,2016-03-09 18:34:23
1447,2016-03-08 18:07:08,2016-03-09 18:46:46
1448,2016-03-08 18:18:11,2016-03-09 18:39:21
1449,2016-03-08 18:49:08,2016-03-09 18:49:06
1450,2016-03-08 19:50:14,
1451,2016-03-08 19:51:08,2016-03-09 18:55:22
1452,2016-03-08 20:13:08,2016-03-10 10:35:47
1453,2016-03-08 20:36:12,2016-03-09 19:00:11
1454,2016-03-08 20:43:08,
1455,2016-03-08 21:25:10,2016-03-09 20:24:49
1456,2016-03-08 21:42:11,2016-03-09 20:31:38
1457,2016-03-08 21:50:14,2016-03-11 20:19:49
1458,2016-03-08 22:17:08,
1459,2016-03-08 22:24:10,2016-03-09 20:16:06
1460,2016-03-08 23:05:10,2016-03-09 21:11:16
1461,2016-03-08 23:33:08,2016-03-10 20:39:32
1462,2016-03-09 00:20:14,2016-03-10 20:41:36
1463,2016-03-09 08:05:12,2016-03-10 21:07:11
1464,2016-03-09 08:20:15,2016-03-10 20:47:18
1465,2016-03-09 08:32:11,2016-03-10 10:46:47
1466,2016-03-09 09:16:11,2016-03-10 20:42:49
1467,2016-03-09 09:17:09,2016-03-10 20:45:12
1468,2016-03-09 09:19:08,2016-03-10 10:45:23
1469,2016-03-09 10:34:12,2016-03-09 20:15:37
1470,2016-03-09 10:53:10,2016-03-10 12:55:06
1471,2016-03-09 10:54:11,2016-03-09 20:11:08
1472,2016-03-09 11:10:14,2016-03-10 16:05:44
1473,2016-03-09 11:10:42,2016-03-10 10:03:17
1474,2016-03-09 11:15:11,2016-03-10 22:30:56
1475,2016-03-09 11:31:08,2016-03-10 10:10:05
1476,2016-03-09 11:45:11,2016-03-10 20:49:26
1477,2016-03-09 12:37:09,2016-03-10 10:11:52
1478,2016-03-09 12:46:11,2016-03-10 20:50:35
1479,2016-03-09 13:20:15,2016-03-10 20:53:40
1480,2016-03-09 13:23:08,2016-03-10 20:55:01
1481,2016-03-09 13:27:08,2016-03-10 10:13:47
1482,2016-03-09 14:12:11,2016-03-10 20:58:59
1483,2016-03-09 14:44:11,2016-03-10 10:26:30
1484,2016-03-09 15:12:11,2016-03-10 10:17:51
1485,2016-03-09 15:41:08,2016-03-10 21:00:07
1486,2016-03-09 15:44:10,
1487,2016-03-09 16:24:11,2016-03-10 10:19:51
1488,2016-03-09 16:41:08,2016-03-10 21:01:48
1489,2016-03-09 16:43:08,2016-03-10 10:21:47
1490,2016-03-09 16:56:11,2016-03-10 21:02:33
1491,2016-03-09 17:00:16,2016-03-10 21:04:42
1492,2016-03-09 18:28:13,2016-03-10 10:26:27
1493,2016-03-09 18:35:10,2016-03-10 11:27:01
1494,2016-03-09 19:00:16,2016-03-10 19:35:00
1495,2016-03-09 19:10:14,2016-03-10 11:29:18
1496,2016-03-09 19:12:11,
1497,2016-03-09 19:26:11,2016-03-09 21:06:25
1498,2016-03-09 19:42:10,2016-03-10 23:38:36
1499,2016-03-09 20:42:10,2016-03-10 11:51:20
1500,2016-03-09 20:45:13,2016-03-10 11:39:25
1501,2016-03-09 21:10:16,2016-03-10 11:49:13
1502,2016-03-09 21:16:11,2016-03-10 11:52:51
1503,2016-03-09 21:16:11,2016-03-10 11:52:51
1504,2016-03-09 21:27:08,2016-03-10 09:16:43
1505,2016-03-09 21:30:15,2016-03-10 09:27:14
1506,2016-03-09 21:53:08,2016-03-10 17:02:54
1507,2016-03-09 22:37:09,
1508,2016-03-09 23:33:08,2016-03-10 11:32:45
1509,2016-03-10 00:01:08,2016-03-10 08:50:26
1510,2016-03-10 00:36:11,2016-03-10 11:53:54
1511,2016-03-10 01:02:11,2016-03-10 17:04:11
1512,2016-03-10 06:49:09,2016-03-10 11:58:39
1513,2016-03-10 07:00:15,2016-03-11 09:35:59
1514,2016-03-10 08:07:10,2016-03-10 12:00:57
1515,2016-03-10 08:32:11,2016-03-10 12:02:44
1516,2016-03-10 08:39:09,2016-03-10 11:35:39
1517,2016-03-10 09:15:11,2016-03-11 09:40:14
1518,2016-03-10 10:02:10,2016-03-10 11:24:42
1519,2016-03-10 10:15:11,2016-03-10 11:23:27
1520,2016-03-10 10:57:09,2016-03-11 09:47:20
1521,2016-03-10 11:11:09,2016-03-10 17:07:28
1522,2016-03-10 11:39:10,
1523,2016-03-10 12:09:09,2016-03-10 21:34:26
1524,2016-03-10 12:23:08,2016-03-10 21:19:57
1525,2016-03-10 12:38:10,2016-03-10 21:39:01
1526,2016-03-09 18:28:13,2016-03-10 10:26:27
1527,2016-03-09 18:28:13,2016-03-10 10:26:27
1528,2016-03-10 13:35:09,2016-03-10 21:55:51
1529,2016-03-10 14:00:32,2016-03-10 15:26:10
1530,2016-03-10 14:05:08,2016-03-10 21:58:25
1531,2016-03-10 14:18:11,
1532,2016-03-10 15:01:09,
1533,2016-03-10 15:20:16,
1534,2016-03-10 15:43:08,2016-03-10 22:11:24
1535,2016-03-10 16:16:10,2016-03-10 22:58:03
1536,2016-03-10 16:22:11,2016-03-12 14:03:10
1537,2016-03-10 17:13:09,2016-03-11 10:15:00
1538,2016-03-10 17:28:10,2016-03-13 10:16:13
1539,2016-03-10 17:29:08,2016-03-10 22:29:35
1540,2016-03-10 17:31:08,2016-03-10 22:38:16
1541,2016-03-10 18:17:09,2016-03-11 10:04:49
1542,2016-03-10 18:45:49,2016-03-11 10:10:39
1543,2016-03-10 19:15:11,2016-03-11 10:09:06
1544,2016-03-10 19:27:09,2016-03-29 14:51:48
1545,2016-03-10 19:36:10,2016-03-11 10:18:27
1546,2016-03-10 20:34:10,2016-03-11 10:19:31
1547,2016-03-10 21:20:14,2016-03-11 00:01:32
1548,2016-03-10 21:46:09,2016-03-11 20:11:47
1549,2016-03-10 21:48:10,2016-03-10 23:31:49
1550,2016-03-10 21:53:08,2016-03-11 00:05:39
1551,2016-03-10 22:08:10,2016-03-11 20:07:02
1552,2016-03-10 22:31:08,2016-03-11 10:21:27
1553,2016-03-10 22:53:08,2016-03-11 20:21:47
1554,2016-03-10 23:08:11,2016-03-11 10:32:11
1555,2016-03-10 23:19:09,2016-03-11 10:29:31
1556,2016-03-10 23:28:10,2016-03-11 10:51:43
1557,2016-03-10 23:34:10,2016-03-11 10:42:48
1558,2016-03-10 23:37:08,2016-03-16 19:21:39
1559,2016-03-10 23:53:09,
1560,2016-03-11 00:49:10,
1561,2016-03-11 07:10:14,2016-03-17 09:10:05
1562,2016-03-11 08:13:09,2016-03-16 19:15:20
1563,2016-03-11 08:28:10,2016-03-11 11:42:30
1564,2016-03-11 08:28:17,2016-03-11 11:27:50
1565,2016-03-11 08:59:13,
1566,2016-03-11 08:59:20,2016-03-11 20:39:27
1567,2016-03-11 10:18:11,2016-03-11 21:03:17
1568,2016-03-11 11:01:10,2016-03-14 05:54:10
1569,2016-03-11 11:18:10,
1570,2016-03-11 11:20:14,2016-03-11 18:22:33
1571,2016-03-11 11:20:21,
